"Gene Name"	"Ensembl"	"GeneCards"
M013		
G-44702		
G7726		
HS07690		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHD'>SDHD</a>"
G6721		
G-11783		
G-4681		
AT2G36310		
G-4421		
G-17836		
G-3766		
G-12226		
G-3102		
G-55305		
G-2922		
G-242		
EG11848		
YML054C		
EG10971		
G-8829		
EG10558		
AT5G42650		
BSU03930		
G-12655		
M009		
G-10296		
G7631		
G-34569		
G6713		
G-14735		
G6094		
G-9576		
G-4642		
G-43891		
G-4323		
G185E-7675		
G-3762		
G-10787		
G-2945		
G-15158		
G-2882		
G-11232		
EG12399		
G-44270		
EG11845		
G-15926		
EG10818		
HS02928		
EG10349		
G-44686		
EG10058		
HS07515	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000148335'>ENSG00000148335</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=AD-003'>AD-003</a>"
GB4478		
G-11760		
G7463		
AT2G30770		
G6709		
G-1782		
G-4041		
G-12207		
G-3682		
G-55189		
G-2932		
G-2321		
G-267		
YKL008C		
EG12292		
G-8703		
EG11959		
AT5G35630		
G7212		
G-12636		
EG10279		
G-10276		
G6200		
G-34553		
G6196		
G-14702		
EG12357		
G-9555		
EG11669		
G-43874		
G7213		
G185E-7208		
G6198		
G-10765		
EG11670		
G-15141		
M011		
G-11208		
G6244		
G-44254		
EG10278		
G-15553		
G6199		
HS02675		
G6105		
G-44670		
EG10172		
HS07366	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000146701'>ENSG00000146701</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MDH2'>MDH2</a>"
EG10334		
G-11734		
G7413		
AT2G27190		
EG12697		
G-17802		
EG11328		
G-12191		
EG50008		
G-55171		
EG11799		
G-2283		
EG10318		
YGR255C		
G-8343		
G-8402		
G-8344		
AT5G23320		
G-8341		
G-12612		
G-8401		
G-10254		
G-8342		
G-34537		
EG10328		
G-14673		
G6862		
G-9538		
EG11442		
G-43858		
EG10585		
G185E-6463		
EG10371		
G-10746		
EG10326		
G-15121		
EG11810		
G-11185		
EG10408		
G-44233		
EG10327		
G-15533		
EG11819		
HS02450	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000103064'>ENSG00000103064</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A6'>SLC7A6</a>"
EG10095		
G-44653		
G7517		
HS07128		
EG11444		
G-11716		
G7195		
AT2G22810		
G6661		
G-17784		
EG10425		
G-12175		
G6341		
G-55151		
G7911		
G-2221		
EG12361		
YFR030W		
G7553		
G-82		
EG11843		
AT5G17050		
G7234		
G-12593		
EG10456		
G-10237		
G6342		
G-34520		
G7859		
G-14655		
EG12285		
G-9518		
G7516		
G-43842		
EG11032		
G185E-5529		
G6343		
G-10729		
G6277		
G-15097		
G7860		
G-11169		
EG12319		
G-44216		
G7565		
G-15516		
G6891		
HS02151		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NP'>NP</a>"
G6099		
G-44632		
G6958		
HS06971	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000142920'>ENSG00000142920</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ODC-p'>ODC-p</a>"
G6475		
G-11689		
EG10035		
AT2G15480		
G6497		
G-17764		
EG12629		
G-12155		
G-453		
G-55133		
EG10033		
G-2101		
G6655		
YDR284C		
EG12144		
G-7925		
EG10589		
AT5G13320		
G-3642		
G-12573		
G-3542		
G-10217		
G-3527		
G-34503		
G-3524		
G-14632		
G-3521		
G-9493		
EG11050		
G-43826		
G-3581		
G185E-5271		
EG10398		
G-10706		
G-3528		
G-15078		
G-3525		
G-11151		
G-3522		
G-44200		
EG11904		
G-15497		
G-3641		
HS02006	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000100220'>ENSG00000100220</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPC117'>HSPC117</a>"
EG10399		
G-44614		
G-3541		
HS06761		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=TAT'>TAT</a>"
G-3526		
G-11643		
G-3523		
G-17745		
G-6641		
G-12133		
G-6581		
G-55115		
G-6582		
G-203		
EG10361		
YBR061C		
EG11329		
G-7202		
EG11556		
AT5G07010		
EG12100		
G-12549		
EG11427		
G-10195		
M004		
G-34486		
EG11443		
G-14617		
EG10960		
G-9463		
EG12882		
G-43802		
EG10961		
G-34483		
G6842		
G-14614		
EG10962		
G-9460		
EG10959		
G-43799		
EG10963		
G-9991		
G6879		
G-10675		
G7259		
G-15058		
EG11487		
G-11130		
EG11428		
G-44181		
EG11060		
G-15478		
EG20080		
HS01727	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000091140'>ENSG00000091140</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DLD'>DLD</a>"
G6278		
G-44595		
EG11653		
HS06527	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000138653'>ENSG00000138653</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDST4'>NDST4</a>"
EG10251		
G-11600		
EG11701		
G-17720		
EG10965		
G-12103		
EG10221		
G-55094		
EG11418		
G-1943		
EG10809		
AT1G78440		
EG10160		
SYNPCC7942_0476		
G6358		
G-682		
EG11326		
AT4G39540		
EG10790		
G-12529		
EG10048		
G-340		
EG20098		
G-14593		
EG11090		
G-9444		
EG10660		
G-43783		
EG10421		
G-10172		
EG10030		
G-9965		
EG11934		
G-10658		
EG11539		
G-15042		
EG10810		
G-11113		
EG10219		
G-44164		
G85		
G-15461		
EG10795		
HS01447		
EG10051		
G-44579		
EG20257		
HS06408		
EG11102		
G-11583		
EG10661		
G-17704		
EG10422		
G-12086		
EG10032		
G-55070		
EG12302		
G-1843		
EG11045		
AT1G74090		
EG10414		
PLZOG1		
EG10994		
G-666		
EG10225		
AT4G34640		
EG10220		
G-12506		
EG11332		
G-3284		
EG10137		
G-14569		
EG11265		
G-9422		
EG10039		
G-43766		
EG12381		
G-10156		
EG11082		
G-9947		
EG10650		
G-10633		
EG10420		
G-15025		
EG12030		
G-44148		
EG11002		
G-15443		
EG13139		
HS01248		
EG10990		
G-44562		
EG10993		
G-11100		
EG10512		
HS06116	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000136143'>ENSG00000136143</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLA2'>SUCLA2</a>"
EG11172		
G-11566		
EG10582		
G-17688		
EG11417		
G-55051		
EG10626		
G-18087		
EG20173		
AT1G67990		
EG10027		
HS11694	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000182022'>ENSG00000182022</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNAC4S-6ST'>GALNAC4S-6ST</a>"
G7676		
G-6404		
G-9984		
G-12073		
EG10637		
AT4G30340		
EG10632		
G-12487		
EG10633		
G-3202		
G6283		
G-14541		
EG10351		
G-9398		
G7544		
G-43750		
EG11583		
G-10140		
G7545		
G-9929		
G0-8601		
G-10609		
EG11560		
G-15010		
EG12608		
G-44132		
EG11557		
G-15428		
EG11559		
HS01034	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000071553'>ENSG00000071553</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6IP1'>ATP6IP1</a>"
EG10022		
G-44544		
EG10023		
G-11076		
G6567		
HS05935	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000134982'>ENSG00000134982</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=APC'>APC</a>"
G7263		
G-11550		
G6576		
G-17671		
G6880		
G-55035		
EG12061		
G-18071		
G7022		
AT1G62180		
EG10653		
HS11104	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000176920'>ENSG00000176920</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT2'>FUT2</a>"
G-3905		
G-6081		
EG11801		
G-12057		
G-3902		
AT4G25080		
EG10638		
G-12467		
EG12362		
G-314		
EG12062		
G-9346		
EG11532		
G-43733		
EG10483		
G-10120		
EG11945		
G-9911		
G7554		
G-14514		
EG10655		
G-10588		
G-3906		
G-14994		
EG11814		
G-44116		
EG10647		
G-15413		
G-3903		
HS00891	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000066926'>ENSG00000066926</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FECH'>FECH</a>"
EG11781		
G-44524		
EG10639		
G-11048		
EG12437		
HS05635	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000132437'>ENSG00000132437</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDC'>DDC</a>"
EG12064		
G-11529		
EG11368		
G-17657		
EG11858		
G-55017		
EG11227		
G-18055		
G6775		
AT1G52400		
EG10648		
HS10855	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000174951'>ENSG00000174951</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT1'>FUT1</a>"
G-3904		
G-5883		
G-3901		
G-12041		
EG12067		
AT4G17090		
EG10579		
G-12442		
EG10980		
G-3021		
HP0691		
G-9309		
EG10356		
G-43715		
HP0589		
G-10100		
EG10402		
G-9894		
EG12316		
G-14498		
EG10981		
G-10567		
HP0692		
G-14978		
HP0590		
G-44100		
EG10489		
HS00622		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GLDC'>GLDC</a>"
HP0086		
G-44504		
EG10982		
G-11028		
EG10979		
HS05489	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000131100'>ENSG00000131100</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1E1'>ATP6V1E1</a>"
HP0591		
G-15396		
HP0588		
G-11507		
G-6662		
G-17642		
EG11015		
G-55001		
G-9857		
AT1G37130		
G-4581		
HS10588	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000172893'>ENSG00000172893</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR7'>DHCR7</a>"
G-6661		
G-58290		
G-3768		
G-12020		
G7129		
AT4G13510		
G592		
G-18040		
EG10358		
G-12425		
EG11168		
G-2969		
EG10756		
G-9258		
EG10285		
G-43698		
EG10478		
G-10085		
G7627		
G-9863		
EG10475		
G-14466		
EG11169		
G-10544		
EG10803		
G-14959		
EG10330		
G-44082		
EG50010		
HS00452		
EG10357		
G-44483		
EG10804		
G-11010		
EG10331		
HS05366	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000130299'>ENSG00000130299</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBG3'>GTPBG3</a>"
EG10701		
G-15370		
EG10031		
G-11490		
EG10480		
G-17627		
G-5301		
G-54986		
EG10411		
AT1G20630		
G6397		
HS10346		
EG11221		
G-58274		
G-3206		
G-12002		
EG10256		
AT4G02500		
EG10257		
G-18024		
EG10649		
G-1241		
EG12079		
G-288		
EG10468		
G-9236		
EG10469		
G-10068		
EG11963		
G-9829		
EG10394		
G-1384		
EG11473		
G-10524		
EG11143		
G-433		
EG12078		
G-14943		
EG11324		
G-44066		
EG10024		
HS00315		
EG10025		
G-44467		
EG10543		
G-10995		
G7106		
HS05177	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128309'>ENSG00000128309</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MPST'>MPST</a>"
G7098		
G-15350		
EG11789		
G-11470		
EG11530		
G-1761		
G6406		
G-54970		
G-3883		
AT1G15950		
G6551		
HS10034	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000169910'>ENSG00000169910</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ASL'>ASL</a>"
G-3884		
G-58257		
G185E-4160		
G-11976		
EG10855		
AT3G57785		
EG11569		
G-18008		
G-12395		
G-2724		
G-9207		
G7073		
G-10052		
G6892		
G-9813		
EG10203		
G-1302		
G6092		
G-10503		
EG11893		
G-418		
G7147		
G-14914		
G6904		
G-44050		
EG11253		
HS00076	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000001630'>ENSG00000001630</a>"	
G6571		
G-10978		
G6422		
HS04756	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000124275'>ENSG00000124275</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MTRR'>MTRR</a>"
G-5064		
G-15331		
G-11452		
G-44454		
G-167		
G-543		
EG10378		
AT1G09795		
EG10379		
HS09769	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000235134'>ENSG00000235134</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A2'>CYP21A2</a>"
EG10380		
G-11956		
EG10377		
AT3G51160		
G6634		
G-17994		
G7265		
G-12379		
G-8504		
G-27216		
EG11373		
G-9185		
G-5485		
G-10036		
G-8724		
G-9788		
G-8541		
G-12812		
G-8505		
G-10482		
G-7745		
G-401		
G-6543		
G-14895		
EG10950		
G-44034		
G-8542		
GMETA-14695		
G7410		
G-10962		
G-8521		
HS04546		
G7248		
G-15315		
G-8502		
G-11430		
EG10246		
G-44438		
G-8723		
G-16086		
G7457		
G-525		
G-8522		
AT1G04580		
G-6065		
HS09549		
EG12258		
G-11937		
EG11316		
AT3G43600		
EG10560		
G-17975		
G-4321		
G-12363		
EG11387		
G-58228		
EG10561		
G-27201		
G-4322		
G-9152		
EG12198		
G-10013		
EG10565		
G-12795		
EG11647		
G-10458		
EG10277		
G-385		
EG11448		
G-14879		
EG10273		
G-9772		
EG11317		
G-44018		
EG10217		
GI40-529		
G36		
G-10945		
EG11528		
HS04276		
EG10274		
G-153		
EG11318		
G-11411		
YGL012W		
G-44422		
EG11284		
G-16069		
EG12221		
G-5164		
EG11531		
AG11		
EG10276		
HS09299	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000165905'>ENSG00000165905</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ35207'>FLJ35207</a>"
EG10247		
G-11921		
YHR190W		
AT3G23630		
EG12606		
G-17956		
HS06944		
G-12347		
HS06945		
G-58211		
G-8726		
G-27185		
HS08389		
G-9120		
HS04094		
EAS12		
G-12778		
G-10434		
G-3770		
G-14863		
G-9744		
G-44002		
G66-31585		
G-10927		
G-15283		
G-11393		
G-44408		
G-16048		
HS04122	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000117385'>ENSG00000117385</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPRE1'>LEPRE1</a>"
G-506		
HS08997	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000164062'>ENSG00000164062</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=APEH'>APEH</a>"
G-11901		
AT3G19270		
G-17934		
G-12324		
G-58195		
G-27168		
G7487		
G-9096		
G7500		
BBSG		
G7485		
G-12762		
G7486		
G-10406		
EG11702		
G-3681		
G-14845		
G-9721		
G-43986		
G3O-32799		
G185E-7106		
G-10906		
G-7882		
G-15261		
G-7321		
G-11377		
HS11700	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000123454'>ENSG00000123454</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DBH'>DBH</a>"
G-44390		
G18NG-9958		
G-16026		
G185E-4968		
HS03991	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000116171'>ENSG00000116171</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCP2'>SCP2</a>"
CHRECP009		
G-491		
G6236		
HS08749	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000162882'>ENSG00000162882</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HAAO'>HAAO</a>"
G185E-5339		
G-11882		
G-7881		
AT3G14550		
G-17918		
G-12305		
G-58178		
G-27149		
G-9080		
ATMG00060		
G-12744		
G-10390		
G-356		
G-14829		
G-9705		
G-43970		
G3O-29917		
G-10889		
G6944		
G-15243		
G-3841		
G-11348		
G6522		
G-44373		
G-2862		
G-16009		
G6457		
HS03863	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000115275'>ENSG00000115275</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GCS1'>GCS1</a>"
G-2801		
G-452		
EG10384		
HS08544	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000160868'>ENSG00000160868</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A4'>CYP3A4</a>"
G6284		
G-11861		
EG12345		
AT3G10230		
G-6165		
G-17902		
G7596		
G-12290		
G-3842		
G-58162		
G6523		
G-27132		
G-2863		
G-9052		
G6518		
AT5G64860		
G-2821		
G-12728		
EG10403		
G-10369		
G6285		
G-34645		
G-2781		
G-14811		
EG10176		
G-9676		
G6275		
G-43954		
EG12188		
G18NG-12424		
G-6163		
G-10873		
G6755		
G-15223		
G-2864		
G-11331		
EG10724		
G-44341		
G6519		
G-15995		
G-2841		
HS03712	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000113732'>ENSG00000113732</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0E'>ATP6V0E</a>"
EG10404		
G-44748		
G6286		
HS08354		
G-2782		
G-11844		
EG10383		
AT3G02875		
G6281		
G-17886		
G-6164		
G-12273		
EG10723		
G-58146		
EG11403		
G-27		
EG10720		
G-9033		
EG11047		
AT5G58220		
EG10717		
G-12712		
EG10783		
G-10352		
G185E-6950		
G-34629		
EG10738		
G-14791		
EG20091		
G-9652		
EG10725		
G-43938		
EG11510		
G185E-8120		
EG10721		
G-10851		
EG11048		
G-15206		
EG10718		
G-11308		
EG10755		
G-44318		
G-4561		
G-15977		
EG10727		
HS03480	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111885'>ENSG00000111885</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1A1'>MAN1A1</a>"
EG10719		
G-44732		
EG10716		
HS08129		
G6478		
G-11823		
G-6361		
AT2G46110		
EG10734		
G-17869		
G6905		
G-12257		
EG10195		
G-58124		
EG10190		
G-255		
G-7984		
YPL231W		
EG10185		
G-9012		
EG12358		
AT5G51810		
EG10043		
G-12687		
G6906		
G-10336		
G6477		
G-34613		
EG10191		
G-14768		
G6217		
G-9620		
EG10186		
G-43921		
EG12423		
G185E-8078		
EG10089		
G-10821		
G7454		
G-15191		
EG11955		
G-11268		
G6952		
G-44300		
EG10194		
G-15960		
G6218		
HS03333	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110719'>ENSG00000110719</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=TCIRG1'>TCIRG1</a>"
EG10189		
G-44716		
G-7983		
HS07832	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000152556'>ENSG00000152556</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKM'>PFKM</a>"
G7455		
G-11799		
G7038		
AT2G40890		
EG10929		
G-17850		
HS00019		
G-12239		
G6380		
G-5706		
EG10511		
G-2483		
G6156		
YMR303C		
EG12115		
G-8985		
EG10108		
AT5G48000		
G6932		
G-12668		
G185E-6476		
G-10320		
EG11847		
G-34588		
G6878		
G-14750		
G-8323		
G-9597		
EG11648		
G-43904		
G6660		
G185E-7819		
G-7622		
G-10803		
EG10954		
G-15171		
G6381		
G-11248		
EG12600		
G-44284		
HS01822		
G-15942		
G7558		
HS03105	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000108439'>ENSG00000108439</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPO'>PNPO</a>"
G6157		
G-44699		
EG10175		
HS07674		
G6967		
G-11780		
G3O-34320		
AT2G35120		
EG11852		
G-17833		
G6886		
G-12223		
G-8324		
G-55302		
EG11723		
G-2401		
G6806		
YLR438W		
G-7761		
G-8825		
EG11384		
AT5G40650		
G6382		
G-12652		
G-249		
G-10293		
EG10628		
G-34566		
HS02602		
G-14732		
G7622		
G-9571		
G6208		
G-43888		
EG10509		
G185E-7615		
G6155		
G-10783		
EG12026		
G-15155		
G6890		
G-11227		
G-8421		
G-44267		
EG11758		
G-15921		
G6811		
HS02884		
G-7921		
G-44683		
EG11385		
HS07501	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000148218'>ENSG00000148218</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALAD'>ALAD</a>"
G6438		
G-11753		
G-7621		
AT2G29980		
EG10953		
G-17817		
HS09562		
G-12203		
G6117		
G-55186		
G6109		
G-2302		
G6110		
YJR137C		
EG10183		
G-864		
EG12656		
AT5G33290		
G7168		
G-12633		
EG12867		
G-10273		
EG11081		
G-34550		
EG11884		
G-14698		
EG50005		
G-9552		
EG11158		
G-43871		
G7166		
G185E-7205		
G7194		
G-10762		
EG11404		
G-15138		
G7059		
G-11205		
BSU07630		
G-44251		
G7060		
G-15550		
G58		
HS02622		
EG10129		
G-44667		
EG11470		
HS07278		
G7193		
G-11731		
EG10572		
AT2G26670		
G6479		
G-17799		
EG10713		
G-12188		
EG10413		
G-55168		
EG10966		
G-2262		
EG10294		
YGR169C		
G7593		
G-8381		
EG10305		
AT5G23010		
EG10113		
G-1261		
EG10299		
G-10251		
EG10295		
G-34534		
EG10290		
G-14670		
EG11105		
G-9534		
EG10287		
G-43855		
EG10921		
G185E-6364		
EG10304		
G-10743		
EG12657		
G-15118		
EG10131		
G-11182		
EG50009		
G-44230		
EG11490		
G-15530		
EG11501		
HS02389		
EG11017		
G-44645		
EG10771		
HS07112	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000143819'>ENSG00000143819</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHX1'>EPHX1</a>"
EG10110		
G-11713		
EG11752		
AT2G20690		
EG10773		
G-17778		
EG10680		
G-12170		
EG11751		
G-55148		
G7647		
G-2202		
G7525		
YFL017C		
G7713		
G-814		
EG12433		
AT5G16440		
EG11779		
G-12590		
EG11085		
G-10234		
EG10343		
G-34517		
G7641		
G-14650		
G6675		
G-9515		
EG11538		
G-43839		
G7452		
G185E-5515		
G6488		
G-10726		
EG12207		
G-15091		
EG11372		
G-11166		
G7422		
G-44213		
G6364		
G-15513		
EG12098		
HS02117	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000100596'>ENSG00000100596</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC2'>SPTLC2</a>"
EG11311		
G-44628		
EG10812		
HS06899	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000142168'>ENSG00000142168</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1'>SOD1</a>"
G7845		
G-11675		
G7297		
AT2G11810		
EG11932		
G-17761		
EG11247		
G-12152		
EG10523		
G-55130		
G7714		
G-2084		
EG12609		
YDR074W		
EG11794		
G-7863		
EG11118		
AT5G11880		
EG10375		
G-12563		
G7698		
G-10212		
EG12366		
G-34500		
EG11757		
G-1463		
EG11022		
G-9488		
G7456		
G-43820		
G6501		
G185E-5233		
EG12216		
G-10703		
EG11503		
G-15075		
EG10967		
G-11148		
G7431		
G-44197		
G6416		
G-15494		
EG12163		
HS01980	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000100116'>ENSG00000100116</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GCAT'>GCAT</a>"
EG11344		
G-44611		
EG10858		
HS06726		
G7950		
G-11640		
G7325		
G-17742		
G6238		
G-12130		
EG12022		
G-55112		
EG11254		
G-2007		
EG10595		
AT1G80340		
G7750		
YBR006W		
EG12876		
G-7146		
EG11888		
AT5G05870		
EG11171		
G-12546		
EG10376		
G-10190		
G7712		
YBL098W		
G7008		
G-7121		
EG12401		
AT5G05580		
EG11768		
G-12543		
EG11023		
G-10184		
EG10136		
G-34480		
G7603		
G-14611		
G6581		
G-9457		
EG12233		
G-43796		
EG11507		
G-9980		
EG10996		
G-10671		
G7449		
G-15055		
G6449		
G-11127		
EG11362		
G-44178		
EG10862		
G-15474		
G7327		
HS01658	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000089597'>ENSG00000089597</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=G2AN'>G2AN</a>"
G6245		
G-44592		
EG12044		
HS06489	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000138356'>ENSG00000138356</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=AOX1'>AOX1</a>"
EG10690		
G-11596		
G7843		
G-17717		
G7199		
G-121		
EG11921		
G-55086		
EG11177		
G-194		
EG10454		
AT1G77760		
EG10861		
SYNPCC7942_0224		
G7629		
G-6802		
EG10857		
AT4G37070		
G7175		
G-12525		
EG11620		
G-337		
EG11259		
G-14589		
EG10863		
G-9441		
G7830		
G-43780		
EG10859		
G-10169		
EG10844		
G-9960		
G7842		
G-10655		
G7459		
G-1504		
EG10856		
G-44161		
EG30069		
G-15457		
EG10743		
HS01388	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000081181'>ENSG00000081181</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARG2'>ARG2</a>"
EG30092		
G-44575		
EG10997		
HS06390	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000137760'>ENSG00000137760</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC91801'>LOC91801</a>"
G7020		
G-11580		
EG11268		
G-17701		
G7021		
G-12083		
EG12167		
G-55066		
EG10894		
G-184		
EG10442		
AT1G71880		
EG10895		
JGI-824484		
G6673		
G-663		
EG10801		
AT4G34230		
EG10893		
G-12503		
EG10736		
G-3281		
EG10624		
G-14566		
EG10925		
G-9419		
G6383		
G-43763		
EG10832		
G-10153		
BSU00880		
G-9944		
EG11281		
G-10628		
EG11058		
G-15022		
EG10625		
G-44145		
EG10986		
G-15440		
EG10329		
HS01185	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000075651'>ENSG00000075651</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLD1'>PLD1</a>"
EG11871		
G-44559		
EG10662		
G-11098		
EG10534		
HS06066		
EG10834		
G-11563		
EG10037		
G-17685		
EG12717		
G-55048		
EG11222		
G-18084		
EG11414		
AT1G67730		
EG10424		
HS11546	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000180902'>ENSG00000180902</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC25181'>MGC25181</a>"
EG10244		
G-6362		
EG11013		
