"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Ensembl"	"GeneCards"
YBL015W				YBL015W-MONOMER		
G-17877				MONOMER-18378		
G-664				MONOMER-1092		
G-263				MONOMER-20139 // PCPCFLAVO-MONOMER		
G-12265				MONOMER-15954		
G-9416				MONOMER-12177		
G-12700				MONOMER-16431		
G-34620				MONOMER-18911		
G-14781	"RHA1_ro04539"			MONOMER-16961		
AT3G03310				AT3G03301-MONOMER		
AT5G57850		23452528	23454552	AT5G57850-MONOMER		
G-9944				MONOMER-13060		
G-43928				MONOMER-19211		
G-10829				MONOMER-14176		
G-15200				MONOMER-17425		
G-10354				MONOMER-13583		
G-44307				MONOMER-19605		
G-15970				MONOMER-17976		
G-11278				MONOMER-14776		
G-44723	"spr1146"			MONOMER-20023		
G-11803				MONOMER-15411		
STM3477				STM3477-MONOMER		
G-17861				MONOMER-18362		
G-637				MONOMER-1057		
G-253				MONOMER-241		
G-12248				MONOMER-15932		
G-9381				MONOMER-12128		
G-12679				MONOMER-16408		
G-34595				MONOMER-18892		
AT2G46505				AT2G46505-MONOMER		
AT5G51290				AT5G51290-MONOMER		
G-9926				MONOMER-13030		
G-43912	"PA3545"			MONOMER-19193		
G-10810				MONOMER-14147		
G-14765	"AFUA_3G12120"			MONOMER-16944		
G-15184				BOHBENREDTHAUERA-MONOMER		
G-10338				MONOMER-13567		
G-44291				MONOMER-19589		
G-11256				MONOMER-14753		
G-44706	"SAV1261"			MONOMER-20006		
G-11785				MONOMER-15381		
JGI-753205				753205-MONOMER		
G-15954	"TM_0434"			MONOMER-17961		
G-17842				MONOMER-18342		
G-6064	"ERS451418_02930"			MONOMER-7717		
G-244				BCRCTHAUER-MONOMER		
G-12231				MONOMER-15914		
G-9323		1108494	1109798	MONOMER-12041		
G-12662				MONOMER-16393		
G-34573				MONOMER-18865		
AT2G42010		17539891	17545476	AT2G42010-MONOMER		
AT5G47990				AT5G47990-MONOMER		
G-9907				MONOMER-12954 // MONOMER-12953 // MONOMER-12952		
G-43895	"Mcup_1722"			MONOMER-19175		
G-10791				MONOMER-14119		
G-14747				MONOMER-16928		
G-15165				MONOMER-17386		
G-10322				MONOMER-13551		
G-44274	"RPA3741"			MONOMER-19572		
G-11238				MONOMER-14679		
G-44690	"SAOUHSC_00869"			MONOMER-19990		
G-11762				MONOMER-15359		
G-15937	"EAE_09820"			MONOMER-13035		
G-17825				MONOMER-18324		
G-5881				MONOMER-7801		
G-12212				MONOMER-15893		
G-9303				MONOMER-12009		
G-237				MONOMER-263		
G-12646		29918	30787	MONOMER-16376		
G-34557	"AFUA_6G09690"			MONOMER-18849		
AT2G36310				AT2G36310-MONOMER		
AT5G40280				AT5G40280-MONOMER		
G-9891		28557831	28588002	MONOMER-12926		
G-43878				MONOMER-19155		
G-10767				MONOMER-14092		
G-14723				MONOMER-16903		
G-15149				MONOMER-17370		
G-10295				MONOMER-12289		
G-44258	"ELI_4219"			MONOMER-19556		
G-11219				MONOMER-14659		
G-44674	"BSUW23_17465"			MONOMER-19974		
G-11736				MONOMER-15333		
G-1588				MONOMER-2229		
G-17807				MONOMER-18306		
G-55177				MONOMER-20292		
G-12196				MONOMER-15876		
G-9249				MONOMER-11918		
G-2290				MONOMER-3190		
G-12621		1255129	1256283	MONOMER-16352		
G-34541				MONOMER-18833		
AT2G30770				AT2G30770-MONOMER		
AT5G28840				AT5G28840-MONOMER		
G-9860				MONOMER-12865		
G-10748				MONOMER-14068		
G-14693	"Os07g0271500"			MONOMER-16869		
G-43865				MONOMER-19135		
G-15129		1435925	1437073	MONOMER-17344		
G-10275				MONOMER-13489		
G-44241				MONOMER-19537		
G-11194				MONOMER-14630 // MONOMER-14629 // MONOMER-14628		
G-11718	"PA4231"			MONOMER-15306		
G-15544				MONOMER-17907		
G-17789				MONOMER-18285		
G-55156	"BLN97_03740"			MONOMER-20271		
G-12180				MONOMER-15857		
G-9217				MONOMER-11864		
G-2243				MONOMER-3146		
G-12600		1257314	1258219	MONOMER-16331		
G-34524	"Moth_1193"			MONOMER-18816		
AT2G27190		11628300	11630696	AT2G27190-MONOMER		
AT5G22300	"At5g22300"			AT5G22300-MONOMER		
G-9826				MONOMER-12817		
G-10731				MONOMER-14044		
HS00286		145395583	145446338	MONOMER-15793 // MONOMER-15792 // HS00286-MONOMER		
G-14667				MONOMER-16842		
G-43849				MONOMER-19116		
G-15106		1056839	1057969	MONOMER-17322		
G-10253				MONOMER-13465		
G-44220				MONOMER-19516		
G-11174				MONOMER-14605		
HS05321		2268988	2270418	MONOMER-16190		
G-11691				MONOMER-15268		
HS10404		88844902	88947805	HS10404-MONOMER		
G-15526				MONOMER-9367		
G-44639	"SRIM_10901"			MONOMER-19940		
G-17770				MONOMER-18265		
G-55138	"RERY_03780"			MONOMER-20252		
G-12162				MONOMER-15836		
G-218				MONOMER-466		
G-12583				MONOMER-16314		
G-9204				MONOMER-11844		
G-34507				MONOMER-18799		
AT2G22810				AT2G22810-MONOMER		
AT5G16150				AT5G16150-MONOMER		
G-9810				MONOMER-12798		
G-10708				MONOMER-14020		
G-14647				MONOMER-16816		
G-43833				MONOMER-19100		
G-15085				MONOMER-17298		
G-10236				MONOMER-13446		
G-44204				MONOMER-19500		
G-11156				MONOMER-14587 // MONOMER-14586		
G-11645				MONOMER-15215		
G-15506				MONOMER-17863		
G-44622	"SM_b20876"			MONOMER-19923		
G-17753				MONOMER-18245		
G-55120				MONOMER-13421		
G-12139				MONOMER-15809		
G-207				MONOMER-484		
G-12556				MONOMER-16264		
G-9181		232621	233913	MONOMER-11818		
G-34491	"ATEG_09962"			MONOMER-18783		
AT2G15480				AT2G15480-MONOMER		
AT5G11770				AT5G11770-MONOMER		
G-9785				MONOMER-12770		
G-10681				MONOMER-13988		
G-14626	"SPO3805"			MONOMER-16785		
G-43809				MONOMER-19073		
G-15069	"Caur_2614"			MONOMER-13606		
G-10216				MONOMER-13423		
GMETA-14681				MONOMERMETA-16856		
G-44188				MONOMER-19483		
G-11138				MONOMER-14567		
G-11626				MONOMER-15192		
G-15490	"AGR_C_4927"			MONOMER-17841		
G-44606	"lp_0272"			MONOMER-19904		
G-17731				MONOMER-18221		
G-55103				MONOMER-20211		
G-12118		1388859	1389548	MONOMER-15775		
G-2002				MONOMER-2842		
G-12540				MONOMER-16246		
G-9148				MONOMER-11777		
G-34474				MONOMER-18765		
AT1G80340				AT1G80340-MONOMER		
AT5G05860				AT5G05860-MONOMER		
G-9766				MONOMER-12735		
G-10663				MONOMER-13966		
G-14611				MONOMER-16770		
G-43793				MONOMER-19051		
G-15052				MONOMER-17266		
G-10193				MONOMER-13398		
GDQC-114719				MONOMERDQC-11		
G-44171				MONOMER-19463		
G-11121				MONOMER-14551		
HS04474		156050564	156060767	HS04474-MONOMER		
G-11588				MONOMER-15149		
G-15473				MONOMER-17802		
G-44589	"BAB2_0370"			MONOMER-19886		
G-17713				MONOMER-18203		
G-55077	"HM1_2672"			MONOMER-20187		
G-12095				MONOMER-15743		
G-1922				MONOMER-2744		
G-12520				MONOMER-16226		
G-9117				MONOMER-11732		
G-332				MTRCMAUTO-MONOMER		
AT1G78440				AT1G78440-MONOMER		
AT4G37830				AT4G37830-MONOMER		
G-9738				MONOMER-12692		
G-10642				MONOMER-13940		
G-14589				MONOMER-16740		
G-43776				MONOMER-19035		
G-15037				MONOMER-17248		
G-10171				ZBETACOTE-MONOMER		
G3O-4124	"YMR165C"			G3O-32855-MONOMER		
G-44155				MONOMER-19447		
G-11105				MONOMER-14535		
HS04183		1730561	1741798	HS04183-MONOMER		
G-11571				DIAMINOPENDHST-MONOMER		
G-15456				MONOMER-17783		
G-44572	"RHA1_ro09002"			MONOMER-19864		
G-17697				MONOMER-18186		
G-55059	"SO_1744"			MONOMER-20168		
G-12078				MONOMER-15721		
G-18377				MONOMER-18629		
G-125				MONOMER-13052		
G-9093				MONOMER-11688		
G-3263				MONOMER-4213		
AT1G74090	"AT1G74090"			AT1G74090-MONOMER		
AT4G34520	"At4g34520"			AT4G34520-MONOMER		
G-9715				MONOMER-12653		
G-10614				MONOMER-13911		
G-14566				MONOMER-16709		
G-43760				MONOMER-19021		
G-1502				MONOMER-2145		
G-10155				MONOMER-13346		
G3O-32671	"YML080W"			G3O-32671-MONOMER		
G-44139				MONOMER-19431		
G-11081				MONOMER-14512		
G-11555				MONOMER-15119		
G-1544				MONOMER-13714 // MONOMER-13713 // MONOMER-2185		
G-44554	"Mpe_B0554"			MONOMER-19845		
G-17681				MONOMER-18170		
HS09183		67372137	67424511	HS09183-MONOMER		
G-55042	"BN159_7989"			MONOMER-20150		
G-12062				MONOMER-15703		
G-18082				MONOMER-18617		
G-12480				MONOMER-16178		
G-9077				MONOMER-11666		
G-318				BIOFBACSU-MONOMER		
AT1G67990				AT1G67990-MONOMER		
AT4G29740				AT4G29740-MONOMER		
G-9690				MONOMER-12623		
G-10594		2713289	2713786	MONOMER-13883		
G-14527				MONOMER-16671		
G-43744				MONOMER-19005		
G-15004				MONOMER-17215		
G-10139				MONOMER-13316		
G3O-28870	"YAR008W"			G3O-28870-MONOMER		
G-44123				MONOMER-19416		
G-11055				MONOMER-14479		
HS03892		216262717	216281626	ENSG00000115461-MONOMER		
G-11537		39854122	39865374	MONOMER-15101		
G-15425				MONOMER-17739		
G-44538				MONOMER-19826		
G-17665				MONOMER-18158		
HS08895		85797862	85863641	HS08895-MONOMER		
G-55024	"HMPREF0602_0026"			MONOMER-20131		
G-12046				MONOMER-15678		
G-18066				MONOMER-18601		
G-12461				MONOMER-16160		
G-9049				MONOMER-11633		
G-308				SOXBDENIT-MONOMER		
AT1G62180				AT1G62180-MONOMER		
AT4G24650				AT4G24650-MONOMER		
G-9662				MONOMER-12589		
G-10574				MONOMER-13860		
G-14508				MONOMER-16650		
G-43726	"all5339"			MONOMER-18987		
G-14988				MONOMER-17196		
G-10119				MONOMER-13285		
G18NG-12136	"cg2789"			G18NG-12136-MONOMER		
G-44107	"SCLAV_5270"			MONOMER-19400		
G-11033				MONOMER-14457		
G-11512				MONOMER-15079		
G-15410				MONOMER-17722		
G-44518				MONOMER-19807		
G-17650				MONOMER-18143		
G-55008	"At1g44000"			MONOMER-20119		
G-12025				MONOMER-15656		
G-18050				MONOMER-18585		
G-12436	"Pmob_1143"			MONOMER-16132		
G-9030		1457899	1458903	MONOMER-11594		
G-2987				MONOMER-3927		
AT1G52400				AT1G52400-MONOMER		
AT4G17050	"At4g17050"			AT4G17050-MONOMER		
G-9637				MONOMER-12550		
G-10549				MONOMER-13834		
G-14486				MONOMER-16628		
G-43708				MONOMER-18962		
G-14969				MONOMER-17177		
G-101	"CA_P0162"			AADCLOS-MONOMER		
G185E-8105	"Rv3809c"			G185E-8105-MONOMER		
G-44091	"LOCK919_3125"			MONOMER-19382		
G-11015		205852746	205912969	MONOMER-14439		
G-11497				MONOMER-15056		
G-15388				MONOMER-17688		
G-44493	"RHA1_ro01857"			MONOMER-19789		
G-17636	"STM14_4545"			MONOMER-18129		
G-54993				MONOMER-20105		
G-12007				MONOMER-15637		
G-18032				MONOMER-14773		
G-1242				MONOMER-1823		
G-9009				MONOMER-11554		
G-295				ARGHBACSU-MONOMER		
AT1G37130				AT1G37130-MONOMER		
AT4G13430	"At4G13430"			AT4G13430-MONOMER		
G-9611				MONOMER-12524		
G-10529				MONOMER-13799		
G-1442				MONOMER-2102		
G-43692				MONOMER-18946		
G-14953				MONOMER-17161		
G-10084				MONOMER-13250		
G185E-7849	"Rv3571"			G185E-7849-MONOMER		
G-44073				MONOMER-19365		
G-11				MONOMER-17		
G-43689				MONOMER-18943		
G-14950	"Mbar_A0835"			MONOMER-17158		
G-10081		10193335	10227563	MONOMER-13243		
G185E-7846	"Rv3568c"			G185E-7846-MONOMER		
G-44070				MONOMER-19360		
G-10997				MONOMER-14411		
G-11472				MONOMER-15032		
G-15358				MONOMER-17644		
G-44474				MONOMER-19770		
G-17617				MONOMER-18107		
HS08195		17093094	17104104	ENSG00000157227-MONOMER		
G-54974				MONOMER-20088		
G-11981	"Atu3143"			MONOMER-15610		
G-18012				MONOMER-18539		
G-12401				MONOMER-16095		
G-8872				MONOMER-11395		
G-277				ROCDBACSU-MONOMER		
AT1G20330				AT1G20330-MONOMER		
AT3G63520				AT3G63520-MONOMER		
G-9585				MONOMER-12485		
G-10505				MONOMER-13773		
G-133				MONOMER-42		
G-421				PSBU-MONOMER		
G-14923				MONOMER-17122		
G-10064				MONOMER-13223		
G185E-7811	"Rv3534c"			G185E-7811-MONOMER		
G-44054				MONOMER-19344		
G-10980				MONOMER-14394		
G-11454		24046242	24195898	MONOMER-15007		
G-15341				MONOMER-17625		
G-44458	"AO090011000368"			MONOMER-19754		
G-1685				MONOMER-2365		
G-547				MONOMER-890		
G-11959				MONOMER-15586 // MONOMER-15585 // MONOMER-15583		
YOL143C		54594	55103	YOL143C-MONOMER		
G-17999				MONOMER-18526		
G-12386				MONOMER-16080		
G-8733				MONOMER-11215		
G-27220				MONOMER-18752		
AT1G15500				AT1G15500-MONOMER		
AT3G55630		20647648	20650471	AT3G55630-MONOMER		
G-9559				MONOMER-12434		
G-10485				MONOMER-13731		
G-1283				MONOMER-1905 // MONOMER-1863		
G-405	"slr0952"			FBPSYN-MONOMER		
G-14903				MONOMER-17100		
G-10048		2874196	2875317	MONOMER-13205		
G185E-7236	"Rv2981c"			G185E-7236-MONOMER		
G-44038				MONOMER-19328		
G-10964				MONOMER-14374		
HS02879		1926264	1935153	HS02879-MONOMER		
G-11432				MONOMER-14985		
G-15322				MONOMER-17603		
G-44442	"BV133_774"			MONOMER-19738		
G-1623				MONOMER-2263		
HS07693		22542438	22720100	HS07693-MONOMER		
G-527				MONOMER-751		
G-11940				MONOMER-15565		
YMR083W		434788	435915	YMR083W-MONOMER		
G-17982				MONOMER-18507		
G-12370				MONOMER-16065		
G-8606				MONOMER-11086		
G-27206				MONOMER-18734		
AT1G08550				AT1G08550-MONOMER		
AT3G48680				AT3G48680-MONOMER		
G-9542	"Npun_F4798"			MONOMER-12390		
G-10460				MONOMER-13700		
G-12803				MONOMER-16553		
G-388				MCRAMBARK-MONOMER		
G-14886	"SACE_0731"			MONOMER-17083		
G-10032				MONOMER-13187		
G185E-6921	"Rv2673"			G185E-6921-MONOMER		
G-44022	"EF_0283"			MONOMER-19312		
G-10948				MONOMER-14356		
HS02567		57815066	57845429	HS02567-MONOMER		
G-11413				MONOMER-17637		
G-15306	"PA3299"			MONOMER-17587		
G-44426	"slr1923"			MONOMER-19722		
G-16076				MONOMER-18083		
HS07522		1024839	1031791	HS07522-MONOMER		
G-5181				MONOMER-6701		
G-11923	"PP3942"			MONOMER-15550		
YLR133W				YLR133W-MONOMER		
G-17961				MONOMER-18479		
G-12354				MONOMER-16049		
G-83				CHMTACMBARK-MONOMER		
G-27191				MONOMER-18717		
AT1G03310				AT1G03310-MONOMER		
AT3G29200				AT3G29200-MONOMER		
G-9523				MONOMER-12339		
G-10436				MONOMER-13676		
G-12785				MONOMER-16526		
G-3784	"TM_1774"			MONOMER-402		
G-14870				MONOMER-17067		
G-10009				MONOMER-13163		
G185E-6081	"Rv1886c"	2134888	2135865	G185E-6081-MONOMER		
G-44006				MONOMER-19295		
G-10929		66245629	66254772	MONOMER-14337		
G-11395				MONOMER-14945		
G-15290				MONOMER-17564		
G-44411	"CT1992"			MONOMER-19707		
G-16057				MONOMER-18062		
HS07394		44693858	44718504	HS07394-MONOMER		
G-509				MONOMER-83		
G-11907	"EFXG_01360"			MONOMER-15534		
YHR144C	"YHR144C"	387788	388726	YHR144C-MONOMER		
G-17940				MONOMER-18450		
G-12333				MONOMER-16025		
G-7982				MONOMER-10302		
G-27173				MONOMER-18699		
AT3G22370				AT3G22370-MONOMER		
G-95				ETFACLOS-MONOMER		
G-10413				MONOMER-13657		
G-12769				MONOMER-16505		
G-37				MONOMER-38		
G-14854				MONOMER-17051		
DTC1				DTC1-MONOMER		
G185E-5419	"Rv1248c"	1389357	1393001	G185E-5419-MONOMER		
G-43990				MONOMER-19279		
G-10909		134944123	134947316	MONOMER-14300		
G-11379				MONOMER-14929		
G-15270				MONOMER-17550		
G-44395				MONOMER-19691		
G-16034				MONOMER-18039		
G-495				MONOMER-266		
G-11884	"CPn_0154"			MONOMER-15504		
YGL202W				YGL202W-MONOMER		
G-17923				MONOMER-18431		
G-12315		703477	704082	MONOMER-16006		
G-7822				MONOMER-10142		
G-27157				MONOMER-18684		
G-9467				MONOMER-12245		
G-12751	"Cthe_0274"			MONOMER-16484		
G-36		1718132	1719592	MONOMER-37		
G-14836	"Msil_2635"			MONOMER-17028		
AT3G19270				AT3G19270-MONOMER		
BBSC				MONOMER-689		
G185E-4594	"Rv0467"	557527	558813	G185E-4594-MONOMER		
G-43974				MONOMER-19264		
G-10891				MONOMER-14260		
G-11356				MONOMER-14897		
G-15250		3225306	3226466	MONOMER-17512		
G-44377				MONOMER-19675		
G-16014	"VC0395_A1878"			MONOMER-18021		
G-4761				MONOMER-5882		
G-11863				MONOMER-15480		
YDR503C	YDR503C			YDR503C-MONOMER		
G-17907				MONOMER-18410		
G-12297				MONOMER-15987		
G-7085				MONOMER-9366		
G-27137				MONOMER-18662		
G-9451				MONOMER-12222		
G-12735				MONOMER-16468		
G-34649				MONOMER-18941		
G-14820				MONOMER-17000		
AT3G14550				AT3G14550-MONOMER		
ATCG00500				ATCG00500-MONOMER		
G-9977				MONOMER-13097		
G-43958	"PPS_4059"			MONOMER-19247		
G-10875				MONOMER-14244		
HS01647				HS01647-MONOMER		
G-15231				MONOMER-17483		
G-10388				MONOMER-13622		
G-44361				MONOMER-19659		
G-160				MONOMER-579		
G-11336				MONOMER-14877		
G-44752				MONOMER-20056		
G-11846				MONOMER-15462		
YCL050C				YCL050C-MONOMER		
G-17891				MONOMER-18392		
G-12281	"TK1686"			MONOMER-15971		
G-6762				MONOMER-8764		
G-27106				MONOMER-18637		
G-9435				MONOMER-12197		
G-12719	"Cthe_2811"			MONOMER-16450		
G-34633				MONOMER-18924		
G-14798	"BXB0066"			MONOMER-16980		
AT3G10230				AT3G10230-MONOMER		
AT5G63570		24756544	24758207	AT5G63570-MONOMER		
G-9957				MONOMER-13076		
G-43942	"Atu3138"			MONOMER-19230		
G-10853				MONOMER-14209		
HS01358		10346734	10355763	HS01358-MONOMER		
G-15213				MONOMER-17445		
G-10368				MONOMER-13597		
G-44326	"Mb2974c"			MONOMER-19624		
G-15985				MONOMER-17991		
G-11320				MONOMER-14834		
HS06569		100044832	100065449	HS06569-MONOMER		
G-44736				MONOMER-20036		
G-11825				MONOMER-15439		
XSC				MONOMER-3001		
G-17874				MONOMER-18375		
G-6601		107659723	108025248	MONOMER-8606		
G-260				LINDPSEPA-MONOMER		
G-12262				MONOMER-15951		
G-941				BENCOATHAUERA-MONOMER		
G-12696	"Cthe_0624"			MONOMER-16427		
G-34617				MONOMER-18908		
AT3G02875	AT3G02875			AT3G02875-MONOMER		
AT5G56970				AT5G56970-MONOMER		
G-9940				MONOMER-13055		
G-43925				MONOMER-19206		
G-10823				MONOMER-14164		
G-15198				MONOMER-17423		
G-10351				MONOMER-13580		
G-44304				MONOMER-19602		
G-15967				MONOMER-17973		
G-11273				MONOMER-14770		
G-44720	"spr1982"			MONOMER-20020		
G-11800				MONOMER-15407		
SCO5082				SCO5082-MONOMER		
G-17858				MONOMER-18359		
G-635				MONOMER-1055		
G-250				MONOMER-201		
G-12244				MONOMER-15928		
G-9371				MONOMER-12106		
G-12676				MONOMER-15904		
G-34592				MONOMER-18889		
AT2G46110				AT2G46110-MONOMER		
AT5G50600				AT5G50600-MONOMER		
G-9923				MONOMER-13027		
G-43909				MONOMER-19190		
G-10807				MONOMER-14143		
G-14762				MONOMER-12430		
G-15181		739993	742326	MONOMER-17404		
G-10335				MONOMER-13564		
G-44288				MONOMER-19586		
G-11253				MONOMER-14750		
G-44703	"SAOUHSC_00952"			MONOMER-20003		
G-11782				MONOMER-15378		
HS15490				HS15490-MONOMER		
G-15951	"Atu4750"			MONOMER-17958		
G-17838				MONOMER-18338		
G-6061				MONOMER-7715		
G-2422				MONOMER-3342		
G-12228	"ISM_10695"			MONOMER-15908		
G-9317				MONOMER-12033		
G-12659				MONOMER-16396		
G-34570				MONOMER-18862		
AT2G40890				AT2G40890-MONOMER		
AT5G46180				AT5G46180-MONOMER		
G-9903				MONOMER-12945		
G-43892				MONOMER-19172		
G-10786				MONOMER-14111		
HS00752		37423067	37437494	HS00752-MONOMER		
G-14744				MONOMER-16925		
G-15162				MONOMER-17383		
G-10318				MONOMER-13547		
G-44271				MONOMER-19569		
G-11234				MONOMER-14673		
G-44687	"SAOUHSC_00225"			MONOMER-19987		
G-11755				MONOMER-15352		
G-15932				MONOMER-17937		
G-17821	"SYN_01653"			MONOMER-18320		
G-5741				MONOMER-7521		
G-12209				MONOMER-15890		
G-9296				MONOMER-11995		
G-236	"TM_1425"			MONOMER-262		
G-12641				MONOMER-16372		
G-34554	"SPBC660.12c"			MONOMER-18846		
AT2G35120				MONOMER-907		
AT5G38450				AT5G38450-MONOMER		
G-9879				MONOMER-12890		
G-10764				MONOMER-14089		
HS00585		15433409	15556800	HS00585-MONOMER		
G-14719				MONOMER-16899		
G-15146	"Dmel_CG13848"			MONOMER-17367		
G-10292				MONOMER-12292		
G-44255	"ELI_4216"			MONOMER-19553		
G-11216				MONOMER-14655		
G-44671	"BSUW23_19090"			MONOMER-19971		
G-11733	"Cgl0424"			MONOMER-15330		
G-1583				MONOMER-2223		
G-17804				MONOMER-18302		
G-55172				MONOMER-20287		
G-12193				MONOMER-15871		
G-9246				MONOMER-11915		
G-2288				MONOMER-3206		
G-12618				MONOMER-16349		
G-34538	"SMWW4_v1c11040"			MONOMER-18830		
AT2G29980				AT2G29980-MONOMER		
AT5G27380				AT5G27380-MONOMER		
G-9854				MONOMER-12856		
G-10745				MONOMER-14060		
G-14688				MONOMER-16864		
G-43862				MONOMER-19130		
G-15125		210214	211197	MONOMER-17340		
G-10272				MONOMER-13486		
G-44236				MONOMER-19532		
G-11190				MONOMER-14624		
G-11715	"PA4225"			MONOMER-15303		
G-15539				MONOMER-17900		
G-44658				MONOMER-19958		
G-17786				MONOMER-18282		
G-55152				MONOMER-20266		
G-12177				MONOMER-15852		
G-9214				MONOMER-11854		
G-224				MONOMER-423		
G-12598				MONOMER-16329		
G-34521	"Moth_1192"			MONOMER-18813		
AT2G26670	"At2g26670"			AT2G26670-MONOMER		
AT5G20830				AT5G20830-MONOMER		
G-9823				MONOMER-12813		
G-10728				MONOMER-14041		
G-14664				MONOMER-16837		
G-43846				MONOMER-19113		
G-15103		1053804	1054964	MONOMER-17319		
G-10250				MONOMER-13464		
G-44217				MONOMER-19513		
G-11171				MONOMER-14602		
G-11682				MONOMER-15257		
G-15523				MONOMER-17881		
G-44636	"SRIM_10876"			MONOMER-19937		
G-17767				MONOMER-18262		
G-55135	"BB1906"			MONOMER-20249		
G-12159				MONOMER-15833		
G-215				MONOMER-461		
G-12579				MONOMER-16305		
G-9196				MONOMER-11834		
G-34504				MONOMER-18796		
AT2G20690				AT2G20690-MONOMER		
AT5G14760				AT5G14760-MONOMER		
G-9807				MONOMER-12795		
G-10705				MONOMER-14017		
G-14643				MONOMER-16810		
G-43830				MONOMER-19097		
G-15082				MONOMER-17295		
G-10233				MONOMER-13443		
G-44201				MONOMER-19497		
G-11153				MONOMER-14582		
HS05071		87103242	87160323	HS05071-MONOMER		
G-11642	"Shewmr7_1520"			MONOMER-15212		
HS10142		111240876	111390104	HS10142-MONOMER		
G-15502				MONOMER-17854		
G-44619	"RB1453"			MONOMER-19920		
G-17749				MONOMER-18241		
G-55116	"Sinac_1600"			MONOMER-20224		
G-12135		1746534	1749418	MONOMER-15803		
G-2062				MONOMER-2942		
G-12553	"rrnB0261"			MONOMER-16260		
G-9173				MONOMER-11810		
G-34487				MONOMER-18780		
AT2G11810				AT2G11810-MONOMER		
AT5G10480	"At5g10480"			AT5G10480-MONOMER		
G-9781				MONOMER-12767		
G-10678				MONOMER-13985		
G-14623		1555285	1556265	MONOMER-16782		
G-43806				MONOMER-19065		
G-15066				MONOMER-17280		
G-10211				MONOMER-13418		
GMETA-14676	"SAV2994"			MONOMERMETA-16851		
G-44185				MONOMER-19480		
G-11135				MONOMER-14564		
G-11603				MONOMER-15166		
G-15487				MONOMER-17831		
G-44603				MONOMER-19900		
G-17727				MONOMER-18217		
HS09898		28524414	28542367	HS09898-MONOMER		
G-55100	"SPO1580"			MONOMER-20208		
G-12111		1611722	1612417	MONOMER-15768		
G-20				MONOMER-23		
G-12537				MONOMER-16243		
G-9141				MONOMER-11763		
G-34471				MONOMER-18762		
AT1G80230				AT1G80230-MONOMER		
AT5G05260	"AT5G05260"			AT5G05260-MONOMER		
G-9760				MONOMER-12729		
G-10660		111044	112495	MONOMER-13959		
G-14609				MONOMER-16767		
G-43790				MONOMER-19048		
G-15049		2127627	2128739	MONOMER-17263		
G-10189				MONOMER-13394		
GDQC-105657	"GRMZM2G127160_P01"			GDQC-105657-MONOMER		
G-44168				MONOMER-19460		
G-11118		2110471	2111511	MONOMER-14547		
G-11585				MONOMER-15146		
G-15470				MONOMER-17799		
G-44586				MONOMER-19883		
G-17710				MONOMER-18200		
G-55074	"STM0162"			MONOMER-20184		
G-12091				MONOMER-15737		
G-191				MONOMER-539		
G-12517				MONOMER-16222		
G-9105				MONOMER-11717		
G-330				MTREMAUTO-MONOMER		
AT1G77760				AT1G77760-MONOMER		
AT4G37000				AT4G37000-MONOMER		
G-9732				MONOMER-12684		
G-10635				MONOMER-13933		
G-14586		1072006	1072887	MONOMER-16737		
G-43773				MONOMER-19032		
G-15034				MONOMER-17245		
G-10168				MONOMER-19541 // MONOMER-19542 // MONOMER-13369		
G3O-33989	"YPL083C"			G3O-33989-MONOMER		
G-44152				MONOMER-19444		
G-11102				MONOMER-14532		
HS04135		45462790	45555292	ENSG00000117461-MONOMER		
G-11568				MONOMER-15132		
G-15452				MONOMER-17778		
G-44569				MONOMER-19861		
G-17694				MONOMER-18183		
G-55055	"MMP1697"			MONOMER-20165		
G-12075				MONOMER-15718		
G-183				MONOMER-506		
G-12496	"VC_2290"			MONOMER-16202		
G-9090				MONOMER-11685		
G-324	"MTH_1878"			HDRCMAUTO-MONOMER		
AT1G71880				AT1G71880-MONOMER		
AT4G34138				AT4G34138-MONOMER		
G-9712				MONOMER-12650		
G-10611		5681016	5682101	MONOMER-13904		
G-14559	"PF1139"			MONOMER-16703		
G-43757				MONOMER-19018		
G-15017				MONOMER-17230		
G-10152				MONOMER-13340		
G3O-32452	"YLR386W"			G3O-32452-MONOMER		
G-44136				MONOMER-19429		
G-11078				MONOMER-14508		
HS04027				HS04027-MONOMER		
G-11552				MONOMER-15117		
G-15437				MONOMER-17763		
G-44551	"Mpe_B0558"			MONOMER-19842		
G-17677				MONOMER-12711		
HS09136		55612545	55624480	HS09136-MONOMER		
G-55039				MONOMER-20147		
G-12059				MONOMER-15700		
G-18079				MONOMER-18614		
G-12475	"Moth_1593"			MONOMER-16173		
G-9069				MONOMER-11658		
G-316				SOXFDENIT-MONOMER		
AT1G67730	AT1G67730			AT1G67730-MONOMER		
AT4G29130				AT4G29130-MONOMER		
G-9687				MONOMER-12619		
G-10591				MONOMER-13880		
G-14521		438442	439320	MONOMER-16664		
G-43741				MONOMER-19002		
G-15001				MONOMER-17209		
G-10136				MONOMER-13313		
G3O-24	"YDR173C"			MONOMER3O-64		
G-44120				MONOMER-19413		
G-11050				MONOMER-14475		
G-11534				MONOMER-15098		
G-15422				MONOMER-17734		
G-44535				MONOMER-19823		
G-17662				MONOMER-18155		
HS08830		150628151	150640408	HS08830-MONOMER		
