HMDB,Compound,Reaction,Reaction Name,MetaCyc Gene,HGNC,Ensembl
HMDB00243,PYRUVATE,RXN0-6945,3-mercaptopyruvate  &rarr;  pyruvate + hydrogen sulfide,EG11600,sseA,NA
HMDB00243,PYRUVATE,MERCAPYSTRANS-RXN,3-mercaptopyruvate + hydrogen cyanide  &rarr;  thiocyanate + pyruvate + H<SUP>+</SUP>,G-9581,Mpst,NA
HMDB00243,PYRUVATE,MERCAPYSTRANS-RXN,3-mercaptopyruvate + hydrogen cyanide  &rarr;  thiocyanate + pyruvate + H<SUP>+</SUP>,HS05177,MPST,ENSG00000128309
HMDB00243,PYRUVATE,MERCAPYSTRANS-RXN,3-mercaptopyruvate + hydrogen cyanide  &rarr;  thiocyanate + pyruvate + H<SUP>+</SUP>,EG11600,sseA,NA
HMDB00243,PYRUVATE,3.11.1.3-RXN,3-phosphonopyruvate + H<sub>2</sub>O  =  pyruvate + phosphate + H<SUP>+</SUP>,G-14572,pphA,NA
HMDB00243,PYRUVATE,ADCLY-RXN,4-amino-4-deoxychorismate  &harr;  4-aminobenzoate + pyruvate + H<SUP>+</SUP>,G-6741,ADCL,NA
HMDB00243,PYRUVATE,ADCLY-RXN,4-amino-4-deoxychorismate  &harr;  4-aminobenzoate + pyruvate + H<SUP>+</SUP>,AT5G57850,ADCL,NA
HMDB00243,PYRUVATE,ADCLY-RXN,4-amino-4-deoxychorismate  &harr;  4-aminobenzoate + pyruvate + H<SUP>+</SUP>,EG11493,pabC,NA
HMDB00243,PYRUVATE,ADCLY-RXN,4-amino-4-deoxychorismate  &harr;  4-aminobenzoate + pyruvate + H<SUP>+</SUP>,G-27137,pabC-1,NA
HMDB00243,PYRUVATE,ADCLY-RXN,4-amino-4-deoxychorismate  &harr;  4-aminobenzoate + pyruvate + H<SUP>+</SUP>,G-27138,pabC-2,NA
HMDB00243,PYRUVATE,RXN-6902,4-aminobutanoate + pyruvate  &harr;  succinate semialdehyde + L-alanine,G-11936,GABA-TP1,NA
HMDB00243,PYRUVATE,RXN-6902,4-aminobutanoate + pyruvate  &harr;  succinate semialdehyde + L-alanine,G-11937,GABA-TP2,NA
HMDB00243,PYRUVATE,RXN-6902,4-aminobutanoate + pyruvate  &harr;  succinate semialdehyde + L-alanine,AT3G22200-LER,POP2,NA
HMDB00243,PYRUVATE,RXN-8824,4-hydroxy-2-keto-5-methyl-6-oxo-3-hexenoate + H<sub>2</sub>O  &rarr;  methylmalonate semialdehyde + pyruvate,G-10152,dntG,NA
HMDB00243,PYRUVATE,4OH2OXOGLUTARALDOL-RXN,4-hydroxy-2-oxoglutarate  &harr;  glyoxylate + pyruvate,G66-31234,HOGA1,ENST00000370646
HMDB00243,PYRUVATE,4OH2OXOGLUTARALDOL-RXN,4-hydroxy-2-oxoglutarate  &harr;  glyoxylate + pyruvate,G-3788,TM0066,NA
HMDB00243,PYRUVATE,4.1.3.17-RXN,4-hydroxy-4-methyl-2-oxoglutarate  &larr;  2 pyruvate,G-2548,proA,NA
HMDB00243,PYRUVATE,4.1.3.17-RXN,4-hydroxy-4-methyl-2-oxoglutarate  &larr;  2 pyruvate,G-44173,tasA,NA
HMDB00243,PYRUVATE,KDGALDOL-RXN,5-dehydro-4-deoxy-D-glucarate  &harr;  pyruvate + tartronate semialdehyde,EG10016,garL,NA
HMDB00243,PYRUVATE,RXN-15313,<i>N</i>-acetyl-&beta;-neuraminate  &rarr;  <i>N</i>-acetyl-&beta;-D-mannosamine + pyruvate,EG10637,nanA,NA
HMDB00243,PYRUVATE,RXN-15313,<i>N</i>-acetyl-&beta;-neuraminate  &rarr;  <i>N</i>-acetyl-&beta;-D-mannosamine + pyruvate,G-43729,nanA,NA
HMDB00243,PYRUVATE,RXN-15313,<i>N</i>-acetyl-&beta;-neuraminate  &rarr;  <i>N</i>-acetyl-&beta;-D-mannosamine + pyruvate,G-43738,nanL,NA
HMDB00243,PYRUVATE,RXN-15313,<i>N</i>-acetyl-&beta;-neuraminate  &rarr;  <i>N</i>-acetyl-&beta;-D-mannosamine + pyruvate,G-9980,SSA_0078,NA
HMDB00243,PYRUVATE,ACNEULY-RXN,<i>N</i>-acetylneuraminate  &harr;  <i>N</i>-acetyl-D-mannosamine + pyruvate,EG10637,nanA,NA
HMDB00243,PYRUVATE,ACNEULY-RXN,<i>N</i>-acetylneuraminate  &harr;  <i>N</i>-acetyl-D-mannosamine + pyruvate,G-43729,nanA,NA
HMDB00243,PYRUVATE,ACNEULY-RXN,<i>N</i>-acetylneuraminate  &harr;  <i>N</i>-acetyl-D-mannosamine + pyruvate,G-43738,nanL,NA
HMDB00243,PYRUVATE,ACNEULY-RXN,<i>N</i>-acetylneuraminate  &harr;  <i>N</i>-acetyl-D-mannosamine + pyruvate,G-9980,SSA_0078,NA
HMDB00243,PYRUVATE,RXN-7743,acetyl-CoA + pyruvate + H<sub>2</sub>O  &rarr;  (R)-citramalate + coenzyme A + H<SUP>+</SUP>,G-9230,cimA,NA
HMDB00243,PYRUVATE,RXN-7743,acetyl-CoA + pyruvate + H<sub>2</sub>O  &rarr;  (R)-citramalate + coenzyme A + H<SUP>+</SUP>,G-9235,cimA,NA
HMDB00243,PYRUVATE,ALANOPINE-DEHYDROGENASE-RXN,alanopine + NAD<sup>+</sup> + H<sub>2</sub>O  &larr;  pyruvate + L-alanine + NADH + H<SUP>+</SUP>,G-17716,AlDH,NA
HMDB00243,PYRUVATE,ALANOPINE-DEHYDROGENASE-RXN,alanopine + NAD<sup>+</sup> + H<sub>2</sub>O  &larr;  pyruvate + L-alanine + NADH + H<SUP>+</SUP>,G-17718,St/AlDH,NA
HMDB00243,PYRUVATE,RXN-12266,"aminopentol + pyruvate  =  (3S,5R,10R,12S,14S,15R,16R)-3,5,10,14,15-pentahydroxy-12,16-dimethylicosan-2-one + L-alanine",G-12671,fumI,NA
HMDB00243,PYRUVATE,RXN-14516,an <i>N</i><sup>1</sup>-methylguanine<sup>37</sup> in tRNA<sup>Phe</sup> + pyruvate + <i>S</i>-adenosyl-L-methionine  &rarr;  4-demethylwyosine<sup>37</sup> in tRNA<sup>Phe</sup> + L-methionine + 5'-deoxyadenosine + CO<SUB>2</SUB> + H<sub>2</sub>O,G-16042,taw1,NA
HMDB00243,PYRUVATE,RXN-14516,an <i>N</i><sup>1</sup>-methylguanine<sup>37</sup> in tRNA<sup>Phe</sup> + pyruvate + <i>S</i>-adenosyl-L-methionine  &rarr;  4-demethylwyosine<sup>37</sup> in tRNA<sup>Phe</sup> + L-methionine + 5'-deoxyadenosine + CO<SUB>2</SUB> + H<sub>2</sub>O,G3O-34098,TYW1,NA
HMDB00243,PYRUVATE,RXN-6763,an L-cysteine-<i>S</i>-conjugate + H<sub>2</sub>O  &rarr;  a thiol + pyruvate + ammonium,G-11453,CCBL1,NA
HMDB00243,PYRUVATE,RXN-6763,an L-cysteine-<i>S</i>-conjugate + H<sub>2</sub>O  &rarr;  a thiol + pyruvate + ammonium,HS06422,CCBL2,ENSG00000137944
HMDB00243,PYRUVATE,RXN-6763,an L-cysteine-<i>S</i>-conjugate + H<sub>2</sub>O  &rarr;  a thiol + pyruvate + ammonium,G-7983,lcd,NA
HMDB00243,PYRUVATE,S-ALKYLCYSTEINE-LYASE-RXN,an S-alkyl-L-cysteine + H<sub>2</sub>O  =  an alkyl-thiol + pyruvate + ammonium,G-11453,CCBL1,NA
HMDB00243,PYRUVATE,S-ALKYLCYSTEINE-LYASE-RXN,an S-alkyl-L-cysteine + H<sub>2</sub>O  =  an alkyl-thiol + pyruvate + ammonium,HS06422,CCBL2,ENSG00000137944
HMDB00243,PYRUVATE,S-ALKYLCYSTEINE-LYASE-RXN,an S-alkyl-L-cysteine + H<sub>2</sub>O  =  an alkyl-thiol + pyruvate + ammonium,G-7983,lcd,NA
HMDB00243,PYRUVATE,CHORPYRLY-RXN,chorismate  &rarr;  4-hydroxybenzoate + pyruvate,G-44338,Mb2973c,NA
HMDB00243,PYRUVATE,CHORPYRLY-RXN,chorismate  &rarr;  4-hydroxybenzoate + pyruvate,G-34507,MJ0807,NA
HMDB00243,PYRUVATE,CHORPYRLY-RXN,chorismate  &rarr;  4-hydroxybenzoate + pyruvate,G185E-7203,Rv2949c,NA
HMDB00243,PYRUVATE,CHORPYRLY-RXN,chorismate  &rarr;  4-hydroxybenzoate + pyruvate,G-17958,sll1797,NA
HMDB00243,PYRUVATE,CHORPYRLY-RXN,chorismate  &rarr;  4-hydroxybenzoate + pyruvate,EG11369,ubiC,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,G-10719,AANTSYNB,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,G-12316,phnA,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,G-12317,phnB,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,EG11027,trpD,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,G-238,trpE,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,G-2663,trpE,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,G-12314,trpE,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,EG11028,trpE,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,G-2664,trpG,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,G-12315,trpG,NA
HMDB00243,PYRUVATE,ANTHRANSYN-RXN,chorismate + L-glutamine  &harr;  anthranilate + L-glutamate + pyruvate + H<SUP>+</SUP>,G-239,trpGD,NA
HMDB00243,PYRUVATE,DALADEHYDROG-RXN,D-alanine + an electron-transfer quinone<SUB>[inner membrane]</SUB> + H<sub>2</sub>O  &rarr;  ammonium + pyruvate + an electron-transfer quinol<SUB>[inner membrane]</SUB>,EG11407,dadA,NA
HMDB00243,PYRUVATE,RXN-8672,D-alanine + H<sub>2</sub>O + oxygen  &rarr;  pyruvate + ammonium + hydrogen peroxide,HS03351,DAO,NA
HMDB00243,PYRUVATE,RXN-8672,D-alanine + H<sub>2</sub>O + oxygen  &rarr;  pyruvate + ammonium + hydrogen peroxide,BSU11670,thiO,NA
HMDB00243,PYRUVATE,RXN0-5240,D-alanine + pyridoxal 5'-phosphate  &harr;  pyruvate + pyridoxamine 5'-phosphate,EG10408,glyA,NA
HMDB00243,PYRUVATE,DCYSDESULF-RXN,D-cysteine + H<sub>2</sub>O  &rarr;  ammonium + pyruvate + hydrogen sulfide,G7038,dcyD,NA
HMDB00243,PYRUVATE,D-LYSOPINE-DEHYDROGENASE-RXN,D-lysopine + NADP<sup>+</sup> + H<sub>2</sub>O  &larr;  pyruvate + L-lysine + NADPH + H<SUP>+</SUP>,G-15382,ocs,NA
HMDB00243,PYRUVATE,D-OCTOPINE-DEHYDROGENASE-RXN,D-octopine + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  pyruvate + L-arginine + a reduced electron acceptor,G-9001,ooxA,NA
HMDB00243,PYRUVATE,D-OCTOPINE-DEHYDROGENASE-RXN,D-octopine + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  pyruvate + L-arginine + a reduced electron acceptor,G-9002,ooxB,NA
HMDB00243,PYRUVATE,1.5.1.11-RXN,D-octopine + NAD<sup>+</sup> + H<sub>2</sub>O  &larr;  L-arginine + pyruvate + NADH + H<SUP>+</SUP>,G-15382,ocs,NA
HMDB00243,PYRUVATE,1.5.1.11-RXN,D-octopine + NAD<sup>+</sup> + H<sub>2</sub>O  &larr;  L-arginine + pyruvate + NADH + H<SUP>+</SUP>,G-15383,odh1,NA
HMDB00243,PYRUVATE,2.7.1.121-RXN,dihydroxyacetone + phospho<i>enol</i>pyruvate  &rarr;  glycerone phosphate + pyruvate,G6627,dhaK,NA
HMDB00243,PYRUVATE,2.7.1.121-RXN,dihydroxyacetone + phospho<i>enol</i>pyruvate  &rarr;  glycerone phosphate + pyruvate,G6626,dhaL,NA
HMDB00243,PYRUVATE,2.7.1.121-RXN,dihydroxyacetone + phospho<i>enol</i>pyruvate  &rarr;  glycerone phosphate + pyruvate,EG12399,dhaM,NA
HMDB00243,PYRUVATE,PYRUVFORMLY-RXN,formate + acetyl-CoA  &harr;  pyruvate + coenzyme A,G-9371,pfl,NA
HMDB00243,PYRUVATE,PYRUVFORMLY-RXN,formate + acetyl-CoA  &harr;  pyruvate + coenzyme A,G-9974,pfl,NA
HMDB00243,PYRUVATE,PYRUVFORMLY-RXN,formate + acetyl-CoA  &harr;  pyruvate + coenzyme A,G-15453,PFL1,NA
HMDB00243,PYRUVATE,PYRUVFORMLY-RXN,formate + acetyl-CoA  &harr;  pyruvate + coenzyme A,EG10701,pflB,NA
HMDB00243,PYRUVATE,PYRUVFORMLY-RXN,formate + acetyl-CoA  &harr;  pyruvate + coenzyme A,G7627,tdcE,NA
HMDB00243,PYRUVATE,ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN,glyoxylate + L-alanine  &harr;  glycine + pyruvate,YFL030W,AGX1,NA
HMDB00243,PYRUVATE,ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN,glyoxylate + L-alanine  &harr;  glycine + pyruvate,HS10525,AGXT1,ENSG00000172482
HMDB00243,PYRUVATE,ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN,glyoxylate + L-alanine  &harr;  glycine + pyruvate,HS03685,AGXT2,ENSG00000113492
HMDB00243,PYRUVATE,ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN,glyoxylate + L-alanine  &harr;  glycine + pyruvate,AT1G23310,AOAT1,NA
HMDB00243,PYRUVATE,ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN,glyoxylate + L-alanine  &harr;  glycine + pyruvate,AT1G70580,AOAT2,NA
HMDB00243,PYRUVATE,RXN-13670,isobutanal + L-alanine  &harr;  2-methylpropan-1-amine + pyruvate,G-15359,HQ418483,NA
HMDB00243,PYRUVATE,RXN-1981,isochorismate  &rarr;  salicylate + pyruvate,G-11711,irp9,NA
HMDB00243,PYRUVATE,RXN-1981,isochorismate  &rarr;  salicylate + pyruvate,G-11717,pchB,NA
HMDB00243,PYRUVATE,ISOCHORMAT-RXN,"isochorismate + H<sub>2</sub>O  &rarr;  pyruvate + (2<i>S</i>,3<i>S</i>)-2,3-dihydroxy-2,3-dihydrobenzoate",G-10614,dhbB,NA
HMDB00243,PYRUVATE,ISOCHORMAT-RXN,"isochorismate + H<sub>2</sub>O  &rarr;  pyruvate + (2<i>S</i>,3<i>S</i>)-2,3-dihydroxy-2,3-dihydrobenzoate",EG10260,entB,NA
HMDB00243,PYRUVATE,ISOCHORMAT-RXN,"isochorismate + H<sub>2</sub>O  &rarr;  pyruvate + (2<i>S</i>,3<i>S</i>)-2,3-dihydroxy-2,3-dihydrobenzoate",VC0771,vibB,NA
HMDB00243,PYRUVATE,ALANINE-DEHYDROGENASE-RXN,L-alanine + NAD<sup>+</sup> + H<sub>2</sub>O  &harr;  ammonium + pyruvate + NADH + H<SUP>+</SUP>,G-9824,aladh,NA
HMDB00243,PYRUVATE,ALANINE-DEHYDROGENASE-RXN,L-alanine + NAD<sup>+</sup> + H<sub>2</sub>O  &harr;  ammonium + pyruvate + NADH + H<SUP>+</SUP>,G-9822,ald,NA
HMDB00243,PYRUVATE,ALANINE-DEHYDROGENASE-RXN,L-alanine + NAD<sup>+</sup> + H<sub>2</sub>O  &harr;  ammonium + pyruvate + NADH + H<SUP>+</SUP>,G-9825,ald,NA
HMDB00243,PYRUVATE,ALANINE-DEHYDROGENASE-RXN,L-alanine + NAD<sup>+</sup> + H<sub>2</sub>O  &harr;  ammonium + pyruvate + NADH + H<SUP>+</SUP>,G-9605,GI:13661832,NA
HMDB00243,PYRUVATE,RXN-8956,L-arginine + pyruvate  &harr;  5-guanidino-2-oxopentanoate + L-alanine,G-10354,aruH,NA
HMDB00243,PYRUVATE,4.4.1.25-RXN,L-cysteate + H<sub>2</sub>O  &rarr;  sulfite + pyruvate + ammonium + H<SUP>+</SUP>,G-12196,cuyA,NA
HMDB00243,PYRUVATE,4.4.1.25-RXN,L-cysteate + H<sub>2</sub>O  &rarr;  sulfite + pyruvate + ammonium + H<SUP>+</SUP>,G-12230,cuyA,NA
HMDB00243,PYRUVATE,CYSTHIOCYS-RXN,L-cystine + H<sub>2</sub>O  &rarr;  thiocysteine + pyruvate + ammonium,AT4G23600,CORI3,NA
HMDB00243,PYRUVATE,2.6.1.58-RXN,L-phenylalanine + pyruvate  &harr;  2-oxo-3-phenylpropanoate + L-alanine,YHR137W,ARO9,NA
HMDB00243,PYRUVATE,2.6.1.58-RXN,L-phenylalanine + pyruvate  &harr;  2-oxo-3-phenylpropanoate + L-alanine,AT1G70560,TAA1,NA
HMDB00243,PYRUVATE,RXN-10139,L-tryptophan + pyruvate  &harr;  L-alanine + (indol-3-yl)pyruvate,G-44483,orf2651,NA
HMDB00243,PYRUVATE,RXN-10139,L-tryptophan + pyruvate  &harr;  L-alanine + (indol-3-yl)pyruvate,AT1G70560,TAA1,NA
HMDB00243,PYRUVATE,RXN-10139,L-tryptophan + pyruvate  &harr;  L-alanine + (indol-3-yl)pyruvate,GDQC-105657,tar1,NA
HMDB00243,PYRUVATE,RXN-10139,L-tryptophan + pyruvate  &harr;  L-alanine + (indol-3-yl)pyruvate,GDQC-111218,vt2,NA
HMDB00243,PYRUVATE,RXN3O-4157,L-tyrosine + pyruvate  &harr;  4-hydroxyphenylpyruvate + L-alanine,YHR137W,ARO9,NA
HMDB00243,PYRUVATE,RXN3O-4157,L-tyrosine + pyruvate  &harr;  4-hydroxyphenylpyruvate + L-alanine,AT1G70560,TAA1,NA
HMDB00243,PYRUVATE,METHYL-GLYOXAL-DEHYDROG-RXN,methylglyoxal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADH + 2 H<SUP>+</SUP>,G18NG-12413,ald,NA
HMDB00243,PYRUVATE,METHYL-GLYOXAL-DEHYDROG-RXN,methylglyoxal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADH + 2 H<SUP>+</SUP>,YMR170C,ALD2,NA
HMDB00243,PYRUVATE,METHYL-GLYOXAL-DEHYDROG-RXN,methylglyoxal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADH + 2 H<SUP>+</SUP>,YMR169C,ALD3,NA
HMDB00243,PYRUVATE,METHYL-GLYOXAL-DEHYDROG-RXN,methylglyoxal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADH + 2 H<SUP>+</SUP>,G-10422,ALD4,NA
HMDB00243,PYRUVATE,METHYL-GLYOXAL-DEHYDROG-RXN,methylglyoxal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADH + 2 H<SUP>+</SUP>,G-10421,ALD5,NA
HMDB00243,PYRUVATE,METHYL-GLYOXAL-DEHYDROG-RXN,methylglyoxal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADH + 2 H<SUP>+</SUP>,G-38,ALDH2,NA
HMDB00243,PYRUVATE,METHYL-GLYOXAL-DEHYDROG-RXN,methylglyoxal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADH + 2 H<SUP>+</SUP>,HS01061,ALDH3A2,ENSG00000072210
HMDB00243,PYRUVATE,METHYL-GLYOXAL-DEHYDROG-RXN,methylglyoxal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADH + 2 H<SUP>+</SUP>,HS06992,ALDH9A1,ENSG00000143149
HMDB00243,PYRUVATE,METHYL-GLYOXAL-DEHYDROG-RXN,methylglyoxal + NAD<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADH + 2 H<SUP>+</SUP>,G-112,alkH,NA
HMDB00243,PYRUVATE,RXN-8639,methylglyoxal + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADPH + 2 H<SUP>+</SUP>,G-10422,ALD4,NA
HMDB00243,PYRUVATE,RXN-8639,methylglyoxal + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADPH + 2 H<SUP>+</SUP>,G-10421,ALD5,NA
HMDB00243,PYRUVATE,RXN-8639,methylglyoxal + NADP<sup>+</sup> + H<sub>2</sub>O  &rarr;  pyruvate + NADPH + 2 H<SUP>+</SUP>,G-10420,ALD6,NA
HMDB00243,PYRUVATE,RXN-17510,methylglyoxal + oxygen + H<sub>2</sub>O  &rarr;  pyruvate + hydrogen peroxide + H<SUP>+</SUP>,G-11422,AO1,NA
HMDB00243,PYRUVATE,RXN-17510,methylglyoxal + oxygen + H<sub>2</sub>O  &rarr;  pyruvate + hydrogen peroxide + H<SUP>+</SUP>,G-11425,AO1,NA
HMDB00243,PYRUVATE,RXN-17510,methylglyoxal + oxygen + H<sub>2</sub>O  &rarr;  pyruvate + hydrogen peroxide + H<SUP>+</SUP>,G-11423,AO2,NA
HMDB00243,PYRUVATE,RXN-17510,methylglyoxal + oxygen + H<sub>2</sub>O  &rarr;  pyruvate + hydrogen peroxide + H<SUP>+</SUP>,G-11426,AO2,NA
HMDB00243,PYRUVATE,RXN-17510,methylglyoxal + oxygen + H<sub>2</sub>O  &rarr;  pyruvate + hydrogen peroxide + H<SUP>+</SUP>,G-11424,AO3,NA
HMDB00243,PYRUVATE,RXN-17510,methylglyoxal + oxygen + H<sub>2</sub>O  &rarr;  pyruvate + hydrogen peroxide + H<SUP>+</SUP>,HS06489,AOX1,ENSG00000138356
HMDB00243,PYRUVATE,OXALODECARB-RXN,oxaloacetate + H<SUP>+</SUP>  &rarr;  pyruvate + CO<SUB>2</SUB>,EG10256,eda,NA
HMDB00243,PYRUVATE,OXALODECARB-RXN,oxaloacetate + H<SUP>+</SUP>  &rarr;  pyruvate + CO<SUB>2</SUB>,G-2549,ligK,NA
HMDB00243,PYRUVATE,OXALODECARB-RXN,oxaloacetate + H<SUP>+</SUP>  &rarr;  pyruvate + CO<SUB>2</SUB>,G-17799,M81055,NA
HMDB00243,PYRUVATE,OXALODECARB-RXN,oxaloacetate + H<SUP>+</SUP>  &rarr;  pyruvate + CO<SUB>2</SUB>,G-44091,maeE,NA
HMDB00243,PYRUVATE,OXALODECARB-RXN,oxaloacetate + H<SUP>+</SUP>  &rarr;  pyruvate + CO<SUB>2</SUB>,G-2548,proA,NA
HMDB00243,PYRUVATE,PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN,phospho<i>enol</i>pyruvate<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  pyruvate<SUB>[periplasm]</SUB> + phosphate<SUB>[periplasm]</SUB>,AT2G27190,PAP12,NA
HMDB00243,PYRUVATE,PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN,phospho<i>enol</i>pyruvate<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  pyruvate<SUB>[periplasm]</SUB> + phosphate<SUB>[periplasm]</SUB>,AT5G34850,PAP26,NA
HMDB00243,PYRUVATE,PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN,phospho<i>enol</i>pyruvate<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  pyruvate<SUB>[periplasm]</SUB> + phosphate<SUB>[periplasm]</SUB>,EG10727,phoA,NA
HMDB00243,PYRUVATE,RXN-8,putrescine + pyruvate  &harr;  4-aminobutanal + L-alanine,G-11,spuC,NA
HMDB00243,PYRUVATE,2.6.1.37-RXN,pyruvate + (2-aminoethyl)phosphonate  &harr;  L-alanine + phosphonoacetaldehyde,G-12277,phnW,NA
HMDB00243,PYRUVATE,RXN-15772,"pyruvate + (<i>E</i>)-4-phenylbut-3-en-2-one + H<SUP>+</SUP>  =  (<i>R</i>)-phenylhexane-2,5-dione + CO<SUB>2</SUB>",G-34530,pigD,NA
HMDB00243,PYRUVATE,RXN-15771,"pyruvate + (<i>E</i>)-dec-3-en-2-one + H<SUP>+</SUP>  =  (<i>S</i>)-3-hexanylhexane-2,5-dione + CO<SUB>2</SUB>",G-34530,pigD,NA
HMDB00243,PYRUVATE,RXN-15770,"pyruvate + (E)-non-3-en-2-one + H<SUP>+</SUP>  =  (<i>S</i>)-3-pentanylhexane-2,5-dione + CO<SUB>2</SUB>",G-34530,pigD,NA
HMDB00243,PYRUVATE,2.1.3.1-RXN,pyruvate + (S)-methylmalonyl-CoA  &harr;  oxaloacetate + propanoyl-CoA,G-14763,bccp,NA
HMDB00243,PYRUVATE,2.1.3.1-RXN,pyruvate + (S)-methylmalonyl-CoA  &harr;  oxaloacetate + propanoyl-CoA,G-14761,mmdA,NA
HMDB00243,PYRUVATE,2.1.3.1-RXN,pyruvate + (S)-methylmalonyl-CoA  &harr;  oxaloacetate + propanoyl-CoA,G-14762,PFREUD_18870,NA
HMDB00243,PYRUVATE,PYRUFLAVREDUCT-RXN,pyruvate + 2 an oxidized ferredoxin [iron-sulfur] cluster + coenzyme A  &harr;  acetyl-CoA + CO<SUB>2</SUB> + 2 a reduced ferredoxin [iron-sulfur] cluster + H<SUP>+</SUP>,G-9949,pfoA,NA
HMDB00243,PYRUVATE,PYRUFLAVREDUCT-RXN,pyruvate + 2 an oxidized ferredoxin [iron-sulfur] cluster + coenzyme A  &harr;  acetyl-CoA + CO<SUB>2</SUB> + 2 a reduced ferredoxin [iron-sulfur] cluster + H<SUP>+</SUP>,G-10134,pfoA,NA
HMDB00243,PYRUVATE,PYRUFLAVREDUCT-RXN,pyruvate + 2 an oxidized ferredoxin [iron-sulfur] cluster + coenzyme A  &harr;  acetyl-CoA + CO<SUB>2</SUB> + 2 a reduced ferredoxin [iron-sulfur] cluster + H<SUP>+</SUP>,GIO2-1744,PFR1,NA
HMDB00243,PYRUVATE,PYRUFLAVREDUCT-RXN,pyruvate + 2 an oxidized ferredoxin [iron-sulfur] cluster + coenzyme A  &harr;  acetyl-CoA + CO<SUB>2</SUB> + 2 a reduced ferredoxin [iron-sulfur] cluster + H<SUP>+</SUP>,G-224,porA,NA
HMDB00243,PYRUVATE,PYRUFLAVREDUCT-RXN,pyruvate + 2 an oxidized ferredoxin [iron-sulfur] cluster + coenzyme A  &harr;  acetyl-CoA + CO<SUB>2</SUB> + 2 a reduced ferredoxin [iron-sulfur] cluster + H<SUP>+</SUP>,G-9187,porA,NA
HMDB00243,PYRUVATE,PYRUFLAVREDUCT-RXN,pyruvate + 2 an oxidized ferredoxin [iron-sulfur] cluster + coenzyme A  &harr;  acetyl-CoA + CO<SUB>2</SUB> + 2 a reduced ferredoxin [iron-sulfur] cluster + H<SUP>+</SUP>,G-9210,porA,NA
