pathwayID	Name	Matches
PWY-6440	spermine and spermidine degradation II	"RXN-6424, RXN-6425, RXN-6423, RXN-10747, RXN-6421"
PWY-6441	spermine and spermidine degradation III	"RXN-12089, RXN-9015"
ARGSPECAT-PWY	spermine biosynthesis	"SAMDECARB-RXN, SPERMINE-SYNTHASE-RXN"
PWY-6286	spheroidene and spheroidenone biosynthesis	"RXN-10665, RXN-10668, RXN-10666, RXN-10669, RXN-10667, RXN-10670"
PWY-7277	sphingolipid biosynthesis (mammals)	"RXN-16332, RXN-15211, RXN-12339, RXN-15212, RXN3DJ-118, 3-DEHYDROSPHINGANINE-REDUCTASE-RXN, SERINE-C-PALMITOYLTRANSFERASE-RXN"
PWY-5129	sphingolipid biosynthesis (plants)	"RXN-11341, RXN-7796, RXN-14250, RXN-7801, RXN-7799, RXN-7798, RXN-7795, RXN3O-1380, RXN-7792, SPHINGANINE-KINASE-RXN, 3-DEHYDROSPHINGANINE-REDUCTASE-RXN, SERINE-C-PALMITOYLTRANSFERASE-RXN, RXN-7793"
SPHINGOLIPID-SYN-PWY	sphingolipid biosynthesis (yeast)	"RXN3O-581, RXN3O-680, RXN3O-4042, RXN3O-663, RXN3O-1380, 3-DEHYDROSPHINGANINE-REDUCTASE-RXN, SERINE-C-PALMITOYLTRANSFERASE-RXN, RXN3O-328"
PWY-7119	sphingolipid recycling and degradation (yeast)	"CERAMIDASE-YEAST-RXN, RXN-13733, RXN-13732, RXN-13731, RXN-13730, SPHINGANINE-KINASE-RXN, RXN3O-458, RXN-13729, RXN3O-504, SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN, DHS-PHOSPHATASE-RXN"
PWY3DJ-11281	sphingomyelin metabolism	"RXN-15211, RXN-12339, RXN-15212"
PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism	"CERAMIDASE-RXN, 2-HEXADECENAL-REDUCTASE-RXN, RXN3DJ-11417, RXN3DJ-11230, RXN3DJ-25"
PWY-7100	spinosyn A biosynthesis	"RXN-13628, RXN-13627, RXN-13634, RXN-13633, RXN-13632, RXN-13625, RXN-13631, RXN-13630, RXN-13626, RXN-13629"
PWY-6581	"spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis"	"RXN-11653, RXN-11648, RXN-12412, RXN-11651, RXN-10643, RXN-11647, RXN-11649, RXN-11650, RXN-11652"
PWY-6733	sporopollenin precursors biosynthesis	"RXN-16389, RXN-16403, RXN-16402, RXN-16404, RXN-16401, RXN-16405, RXN-16406, RXN-12184, RXN-16408, RXN-16407, RXN-12186, RXN-9627, RXN-16400, RXN-9666, RXN-16398, PALMITOYL-COA-HYDROLASE-RXN, RXN-16399, RXN-9624"
PWY-5337	stachyose biosynthesis	"2.4.1.67-RXN, 2.4.1.82-RXN, 2.4.1.123-RXN"
PWY-6527	stachyose degradation	"GALACTOKIN-RXN, UTPHEXPURIDYLYLTRANS-RXN, GLUC1PURIDYLTRANS-RXN, RXN-11502, RXN-11501, UDPGLUCEPIM-RXN, GALACTURIDYLYLTRANS-RXN"
PWY-5875	staphyloxanthin biosynthesis	"RXN-9303, RXN-12263, RXN-9307, RXN-9308, RXN-9305, RXN-9306, RXN-9304, RXN-9309, RXN-9301"
PWY-622	starch biosynthesis	"PHOSPHOGLUCMUT-RXN, GLUC1PADENYLTRANS-RXN, GLYCOGENSYN-RXN, RXN-14378, PGLUCISOM-RXN, RXN-14372, RXN-14374, RXN-14380, RXN-14371, RXN-14373"
PWY-842	starch degradation I	"RXN-15909, RXN-15910, RXN-15908"
PWY-6724	starch degradation II	"RXN-12277, RXN-12204, RXN-12276, RXN-12391, RXN-12384, RXN-12280, RXN-12278, RXN-12279, RXN-12203"
PWY-6731	starch degradation III	"PHOSPHOGLUCMUT-RXN, CYCLOMALTODEXTRINASE-RXN, RXN-12171, RXN-12181"
PWY-6735	starch degradation IV	"CYCLOMALTODEXTRINASE-RXN, RXN-12188, RXN-12181"
PWY-6737	starch degradation V	"PHOSPHOGLUCMUT-RXN, RXN-12171, RXN-12193, RXN-12190"
PWY-6346	staurosporine biosynthesis	"RXN-18167, RXN-10929, 2.1.1.139-RXN, RXN-10924, RXN-10932, RXN-10930, RXN-10931, RXN-10922, RXN-18168"
PWY-5972	stearate biosynthesis I (animals and fungi)	"RXN-9545, RXN-9544, RXN-9543, RXN-9623, RXN-9624, RXN-9546"
PWY-5989	stearate biosynthesis II (bacteria and plants)	"RXN-9634, RXN-9633, RXN-9632, RXN-9548, RXN-9635, RXN-16380"
PWY3O-355	stearate biosynthesis III (fungi)	"RXN-9634, RXN-9633, RXN3O-1803, RXN3O-5304, RXN3O-5293, RXN-9624"
PWY-7595	stearidonate biosynthesis (cyanobacteria)	RXN-16070
PWY-6525	stellariose and mediose biosynthesis	"RXN-11490, RXN-11492, 2.4.1.82-RXN, RXN-11491, 2.4.1.123-RXN"
PWY-7736	stellatic acid biosynthesis	"FARNESYLTRANSTRANSFERASE-RXN, GPPSYN-RXN, FPPSYN-RXN, RXN-17161, RXN-8813, RXN-17162, RXN-17163, RXN-17164"
PWY-7603	stephacidin A biosynthesis	"RXN-16105, RXN-16104, RXN-14419, RXN-16106, RXN-16107"
PWY-4942	sterculate biosynthesis	"RXN-7422, RXN-7421"
PWY-5956	sterigmatocystin biosynthesis	"2.1.1.109-RXN, RXN-9496, RXN-9495"
PWY-7424	sterol:steryl ester interconversion (yeast)	"RXN-15134, RXN-15135, RXN-15132, RXN-15133"
PWY-7070	steviol biosynthesis	RXN-13510
PWY-7071	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	"RXN-13521, RXN-13518, RXN-13515, RXN-13520, RXN-13511, RXN-13516, RXN-13514, RXN-13512, RXN-13513, RXN-13517"
PWY-6453	stigma estolide biosynthesis	"RXN-16121, RXN-16118, RXN-16120, RXN-16119, RXN-16117, RXN-16116, RXN-1063"
PWY-7687	stipitatate biosynthesis	"RXN-16827, RXN-16829, RXN-16826, RXN-16825, RXN-16831, RXN-16828, RXN-16830, STIPITATONATE-DECARBOXYLASE-RXN"
PWY-5940	streptomycin biosynthesis	"PHOSPHOGLUCMUT-RXN, 2.7.7.33-RXN, SCYLLO-INOSAMINE-KINASE-RXN, RXN-11097, 3.1.3.40-RXN, MYO-INOSITOL-2-DEHYDROGENASE-RXN, RXN-11099, 2.6.1.50-RXN, RXN-9469, RXN-11098, RXN-9471, RXN-9467, 2.1.4.2-RXN, RXN-9470, 2.6.1.56-RXN, 2.4.2.27-RXN, STREPTOMYCIN-6-KINASE-RXN, STREPTOMYCIN-6-PHOSPHATASE-RXN"
PWY-6941	styrene degradation	"RXN-12765, PHENDEHYD-RXN, RXN-12764"
PWY-1121	suberin monomers biosynthesis	"RXN-16418, RXN-16389, RXN-16416, RXN-16417, RXN-12156, RXN-12157, RXN-1103, RXN-1104, RXN-1126, CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN, TRANS-CINNAMATE-4-MONOOXYGENASE-RXN, RXN-12155, 6.2.1.34-RXN, TYRAMINE-N-FERULOYLTRANSFERASE-RXN, PHENYLALANINE-AMMONIA-LYASE-RXN, RXN-16400, RXN-9666, RXN-16398, PALMITOYL-COA-HYDROLASE-RXN"
PWY-5677	succinate fermentation to butanoate	"4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN, RXN-8890, RXN-8889, R11-RXN, BUTYRYL-COA-DEHYDROGENASE-RXN, RXN-8891, RXN-8807"
PWY0-1353	succinate to cytochrome <i>bd</i> oxidase electron transfer	"RXN0-5266, SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN"
PWY0-1329	succinate to cytochrome <i>bo</i> oxidase electron transfer	"RXN0-5268, SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN"
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	"PHOSPHOGLUCMUT-RXN, GLUC1PURIDYLTRANS-RXN, PHOSGLYPHOS-RXN, PGLUCISOM-RXN, GAPOXNPHOSPHN-RXN, F16ALDOLASE-RXN, F16BDEPHOS-RXN, SUCROSE-PHOSPHATASE-RXN, SUCROSE-PHOSPHATE-SYNTHASE-RXN"
PWY-7238	sucrose biosynthesis II	"PHOSPHOGLUCMUT-RXN, GLUC1PURIDYLTRANS-RXN, GLUCOKIN-RXN, PGLUCISOM-RXN, RXN-14354, RXN-14353, SUCROSE-PHOSPHATASE-RXN, SUCROSE-PHOSPHATE-SYNTHASE-RXN"
PWY-7347	sucrose biosynthesis III	"PGLUCISOM-RXN, SUCROSE-PHOSPHATASE-RXN, SUCROSE-PHOSPHATE-SYNTHASE-RXN"
SUCUTIL-PWY	sucrose degradation I (sucrose phosphotransferase)	"FRUCTOKINASE-RXN, SUCROSEPHOSPHO-RXN, 3.2.1.26-RXN"
PWY-3801	sucrose degradation II (sucrose synthase)	"PHOSPHOGLUCMUT-RXN, GLUC1PURIDYLTRANS-RXN, FRUCTOKINASE-RXN, PGLUCISOM-RXN, SUCROSE-SYNTHASE-RXN"
PWY-621	sucrose degradation III (sucrose invertase)	"FRUCTOKINASE-RXN, GLUCOKIN-RXN, PGLUCISOM-RXN, 3.2.1.48-RXN"
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	"PHOSPHOGLUCMUT-RXN, FRUCTOKINASE-RXN, PGLUCISOM-RXN, SUCROSE-PHOSPHORYLASE-RXN"
PWY66-373	sucrose degradation V (sucrose &alpha;-glucosidase)	"KETOHEXOKINASE-RXN, RXN-8631, TRIOKINASE-RXN, TRIOSEPISOMERIZATION-RXN, 3.2.1.48-RXN"
SUCROSEUTIL2-PWY	sucrose degradation VII (sucrose 3-dehydrogenase)	"FRUCTOKINASE-RXN, 3-KETOGLUCOSIDASE-RXN, KETOGLUCOSE-REDUCTASE-RXN, GLUCOSIDE-3-DEHYDROGENASE-RXN"
PWY-5340	sulfate activation for sulfonation	"ADENYLYLSULFKIN-RXN, SULFATE-ADENYLYLTRANS-RXN"
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	"1.8.4.8-RXN, ADENYLYLSULFKIN-RXN, SULFITE-REDUCT-RXN, SULFATE-ADENYLYLTRANS-RXN"
SULFMETII-PWY	sulfate reduction II (assimilatory)	"SULFITE-REDUCTASE-FERREDOXIN-RXN, SULFATE-ADENYLYLTRANS-RXN, 1.8.4.9-RXN"
PWY-6683	sulfate reduction III (assimilatory)	"SULFITE-REDUCT-RXN, SULFATE-ADENYLYLTRANS-RXN, RXN-12019"
DISSULFRED-PWY	"sulfate reduction IV (dissimilatory, to hydrogen sufide))"	"RXN-17803, RXN-17804, SULFATE-ADENYLYLTRANS-RXN, ADENYLYLSULFATE-REDUCTASE-RXN"
P224-PWY	"sulfate reduction V (dissimilatory, to thiosulfate)"	"SULFATE-ADENYLYLTRANS-RXN, ADENYLYLSULFATE-REDUCTASE-RXN, RXN-17805, R186-RXN, HYDROGENSULFITE-REDUCTASE-RXN"
P222-PWY	sulfide oxidation I (sulfide-quinone reductase)	R17-RXN
PWY-5274	sulfide oxidation II (sulfide dehydrogenase)	RXN-8156
PWY-5285	sulfide oxidation III (persulfide dioxygenase)	"FESGSHTHIO-RXN, RXN-16574, RXN-15348"
PWY-5276	sulfite oxidation I	SULFITE-DEHYDROGENASE-RXN
PWY-5279	sulfite oxidation II	"SULFATE-ADENYLYLTRANSFERASE-ADP-RXN, ADENYLYLSULFATE-REDUCTASE-RXN"
PWY-5278	sulfite oxidation III	"SULFATE-ADENYLYLTRANS-RXN, ADENYLYLSULFATE-REDUCTASE-RXN"
PWY-5326	sulfite oxidation IV	SULFITE-OXIDASE-RXN
PWY-7457	sulfite oxidation V (SoeABC)	RXN-15349
PWY-1281	sulfoacetaldehyde degradation I	"RXN-2364, PHOSACETYLTRANS-RXN"
PWY-5982	sulfoacetaldehyde degradation II	RXN-9592
PWY-6718	sulfoacetaldehyde degradation III	RXN-12148
PWY-6593	sulfoacetate degradation	"RXN-11674, RXN-11673"
PWY-6616	sulfolactate degradation I	"RXN-11691, RXN-11690, RXN-11689"
PWY-6637	sulfolactate degradation II	"RXN-11738, R231-RXN, RXN-2364, PHOSACETYLTRANS-RXN"
PWY-6638	sulfolactate degradation III	"RXN-11738, RXN-11737, 4.4.1.25-RXN"
PWY-7446	sulfoquinovose degradation I	"RXN-15299, RXN-15297, RXN-15298, RXN-15296"
PWY-7722	sulfoquinovose degradation II	"RXN-17101, RXN-17098, RXN-17097, RXN-17095, RXN-17096"
PWYQT-4427	sulfoquinovosyl diacylglycerol biosynthesis	"RXN-1224, RXN-1223"
P203-PWY	sulfur disproportionation I (anaerobic)	R164-RXN
PWY-5302	sulfur disproportionation II (aerobic)	1.13.11.55-RXN
SULFUROX-PWY	sulfur oxidation I (aerobic)	"FESGSHTHIO-RXN, RXN-16574, SULFUR-DIOXYGENASE-RXN"
FESULFOX-PWY	sulfur oxidation II (Fe<sup>+3</sup>-dependent)	"SULFFEOXIDO-RXN, SULFUR-DIOXYGENASE-RXN, FESO3OXI-RXN"
PWY-6675	sulfur oxidation IV (intracellular sulfur)	"RXN-11941, RXN-11924, RXN-16445, RXN-16446, RXN-11942, RXN-16434, RXN-16435, RXN-11940"
PWY-5332	sulfur reduction I	H2SOXIREDPYRO-RXN
PWY-5364	sulfur reduction II (via polysulfide)	"RXN-8269, RXN-8380"
PWY-6736	sulfur volatiles biosynthesis	"THIOL-S-METHYLTRANSFERASE-RXN, RXN-12189"
DETOX1-PWY	superoxide radicals degradation	"CATAL-RXN, SUPEROX-DISMUT-RXN"
KDO-NAGLIPASYN-PWY	superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis	"CPM-KDOSYNTH-RXN, KDO-8PPHOSPHAT-RXN, RXN-16804, DARAB5PISOM-RXN, UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN, LAUROYLACYLTRAN-RXN, MYRISTOYLACYLTRAN-RXN, MYRPALMTRAN-RXN, PALMITOTRANS-RXN, KDOTRANS2-RXN, KDOTRANS-RXN, KDO-8PSYNTH-RXN, TETRAACYLDISACC4KIN-RXN, LIPIDADISACCHARIDESYNTH-RXN, LIPIDXSYNTHESIS-RXN, UDPACYLGLCNACDEACETYL-RXN, UDPNACETYLGLUCOSAMACYLTRANS-RXN"
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	"GLYRIBONUCSYN-RXN, PRPPAMIDOTRANS-RXN, GARTRANSFORMYL2-RXN, GART-RXN, AIRS-RXN, FGAMSYN-RXN"
PWY-5313	superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-<i>O</i>-glucoside)	"RXN-8170, RXN-8204, RXN-8006, RXN-8169, RXN-8171, RXN-8005, RXN1F-775, RXN-8205, RXN-8176"
PWY-5310	superpathway of anthocyanin biosynthesis (from delphinidin 3-<i>O</i>-glucoside)	"RXN-8232, RXN-8233, RXN-8235, RXN-8206, RXN-8231, RXN-8208, RXN-8234, RXN-8228, RXN-8178, RXN-8209"
PWY-5312	superpathway of anthocyanin biosynthesis (from pelargonidin 3-O-glucoside)	"RXN-7998, 2.3.1.172-RXN, RXN-8139, RXN-8138, RXN-7997, RXN-7834, RXN-7828, RXN-7830, RXN-8140, RXN-8177, RXN-7832"
PWY-6544	superpathway of C28 brassinosteroid biosynthesis	"RXN-11530, RXN-4226, RXN-11529, RXN-4229, RXN-11101, RXN-11533, RXN-711, RXN-4230, RXN-714, RXN-11534, RXN-11535, RXN-16173, RXN-11532, RXN-11531, RXN-779, RXN-778, RXN-774, RXN-4228, RXN-775, RXN-11536, RXN-777, RXN-776, RXN-4241, RXN-16172, RXN-16171, RXN-715, RXN-11539, RXN-710, RXN-4231, RXN-713, RXN-712, RXN-773, RXN-709, RXN-4225, RXN-720, RXN-716, RXN-717, RXN-11537, RXN-719, RXN-718, RXN-11538"
COA-PWY-1	superpathway of coenzyme A biosynthesis III (mammals)	"RXN66-555, PANTOTHENATE-KIN-RXN, P-PANTOCYSDECARB-RXN, DEPHOSPHOCOAKIN-RXN, PANTEPADENYLYLTRAN-RXN"
PWY-6049	superpathway of dimethylsulfoniopropanoate degradation	"RXN-12573, RXN-9736, RXN-12571, RXN-12572, DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN"
PWY-7317	superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	"DTDPGLUCOSEPP-RXN, 2.6.1.33-RXN, RXN-12806, RXN-13755, RXN-14533, RXN-14532, 1.1.1.266-RXN, DTDPGLUCDEHYDRAT-RXN, DTDPDEHYRHAMREDUCT-RXN, RXN-12811, RXN-12810, RXN-14735, RFFTRANS-RXN, TDPFUCACTRANS-RXN, RXN-12839, RXN-12840, DTDPDEHYDRHAMEPIM-RXN, RXN-13749"
PWY-6503	superpathway of ergotamine biosynthesis	"RXN-11389, RXN-11386, RXN-11390, RXN-11411, RXN-13468, RXN-13469, TRYPTOPHAN-DIMETHYLALLYLTRANSFERASE-RXN, RXN-13483, RXN-11394, RXN-11399, RXN-11395"
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	"MALONYL-COA-ACP-TRANSACYL-RXN, MALONYL-ACPDECARBOX-RXN, ACP-S-ACETYLTRANSFER-RXN, 2.3.1.180-RXN, RXN0-5055, 3-OXOACYL-ACP-SYNTH-BASE-RXN"
PWY4LZ-257	superpathway of fermentation (<i>Chlamydomonas reinhardtii</i>)	"DLACTDEHYDROGNAD-RXN, HYDROG-RXN, ACETALD-DEHYDROG-RXN, PHOSACETYLTRANS-RXN, ACETATEKIN-RXN, ALCOHOL-DEHYDROG-RXN, PYRUVFORMLY-RXN, PYRUFLAVREDUCT-RXN, RXN-6161"
PWY-6901	superpathway of glucose and xylose degradation	"DLACTDEHYDROGNAD-RXN, L-LACTATE-DEHYDROGENASE-RXN, 3PGAREARR-RXN, 2PGADEHYDRAT-RXN, PHOSGLYPHOS-RXN, 6PGLUCONOLACT-RXN, 2TRANSKETO-RXN, RXN-9952, GLU6PDEHYDROG-RXN, GAPOXNPHOSPHN-RXN, RIB5PISOM-RXN, RIBULP3EPIM-RXN, TRANSALDOL-RXN, 1TRANSKETO-RXN, XYLISOM-RXN, XYLULOKIN-RXN, PEPDEPHOS-RXN"
GLYCOLYSIS-E-D	superpathway of glycolysis and Entner-Doudoroff	"KDPGALDOL-RXN, 3PGAREARR-RXN, RXN-15513, 2PGADEHYDRAT-RXN, PHOSGLYPHOS-RXN, 6PGLUCONOLACT-RXN, 6PFRUCTPHOS-RXN, PGLUCONDEHYDRAT-RXN, PGLUCISOM-RXN, GLU6PDEHYDROG-RXN, TRIOSEPISOMERIZATION-RXN, GAPOXNPHOSPHN-RXN, F16ALDOLASE-RXN, F16BDEPHOS-RXN, PEPDEPHOS-RXN, PEPSYNTH-RXN"
GLYCOLYSIS-TCA-GLYOX-BYPASS	"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass"	"FUMHYDR-RXN, MALATE-DEHYDROGENASE-ACCEPTOR-RXN, MALATE-DEH-RXN, 2OXOGLUTARATEDEH-RXN, 3PGAREARR-RXN, RXN-15513, 2PGADEHYDRAT-RXN, PHOSGLYPHOS-RXN, ACONITATEHYDR-RXN, MALSYN-RXN, CITSYN-RXN, 6PFRUCTPHOS-RXN, ACONITATEDEHYDR-RXN, ISOCIT-CLEAV-RXN, ISOCITDEH-RXN, PGLUCISOM-RXN, TRIOSEPISOMERIZATION-RXN, GAPOXNPHOSPHN-RXN, F16ALDOLASE-RXN, F16BDEPHOS-RXN, PEPDEPHOS-RXN, PEPSYNTH-RXN, PYRUVDEH-RXN, SUCCCOASYN-RXN, RXN-14971"
PWY-561	superpathway of glyoxylate cycle and fatty acid degradation	"FUMHYDR-RXN, MALATE-DEH-RXN, ACONITATEHYDR-RXN, ENOYL-COA-HYDRAT-RXN, OHACYL-COA-DEHYDROG-RXN, ACYLCOASYN-RXN, KETOACYLCOATHIOL-RXN, RXN-11026, MALSYN-RXN, CITSYN-RXN, ACONITATEDEHYDR-RXN, ISOCIT-CLEAV-RXN, PEPCARBOXYKIN-RXN, RXN-14971"
PWY0-1415	superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III	"HEMN-RXN, RXN0-1461, PROTOHEMEFERROCHELAT-RXN, RXN0-6259, PROTOPORGENOXI-RXN, UROGENDECARBOX-RXN"
PWY-7341	superpathway of hyoscyamine and scopolamine biosynthesis	"6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN, RXN-8254, HYOSCYAMINE-6-DIOXYGENASE-RXN, RXN-8244, RXN-8253, RXN-8251, RXN-8255, RXN-8252, RXN-8246, PUTRESCINE-N-METHYLTRANSFERASE-RXN, TROPINE-DEHYDROGENASE-RXN"
PWY-1782	superpathway of indole-3-acetate conjugate biosynthesis	"2.3.1.72-RXN, RXN-2944, RXN-2946, RXN-2947, RXN-2948, RXN-2945, RXN-9084, RXN-9083, 2.4.1.156-RXN, 2.4.1.121-RXN, 2.4.2.34-RXN"
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	"ASPARAGHYD-RXN, ASPARTASE-RXN, ASPAMINOTRANS-RXN, ASNSYNA-RXN"
PWY-6113	superpathway of mycolate biosynthesis	"RXN1G-137, RXN1G-874, RXN1G-1151, RXN1G-1149, RXN1G-1152, RXN1G-1150, RXN1G-1435, RXN1G-810, RXN1G-1438, RXN1G-808, RXN1G-1436, RXN1G-807, RXN1G-811, RXN1G-1439, RXN1G-809, RXN1G-1437, RXN-9655, RXN-9528, RXN-9520, RXN-9518, RXN-9537, RXN-9536, 4.2.1.59-RXN, RXN-9524, 4.2.1.61-RXN, RXN-9540, RXN1G-320, RXN1G-349, RXN1G-363, RXN1G-469, RXN-10061, RXN-10060, RXN1G-517, RXN1G-508, RXN-9634, RXN-9633, 4.2.1.58-RXN, RXN-9514, RXN-9533, RXN-9532, RXN1G-127, RXN1G-637, RXN1G-884, RXN1G-853, RXN1G-1081, RXN1G-1050, RXN1G-1278, RXN1G-1247, RXN1G-760, RXN1G-717, RXN1G-220, RXN1G-184, RXN1G-440, RXN1G-409, RXN1G-648, RXN1G-617, RXN1G-309, RXN1G-252, RXN1G-296, RXN1G-98, MALONYL-COA-ACP-TRANSACYL-RXN, RXN1G-297, RXN1G-295, RXN1G-499, RXN1G-488, RXN-9516, RXN-9657, RXN1G-181, RXN1G-3993, RXN1G-1486, RXN1G-288, RXN1G-1527, RXN1G-289, RXN1G-1529, RXN1G-291, RXN1G-1528, RXN1G-290, RXN1G-1530, RXN1G-292, RXN1G-536, RXN-10062, RXN1G-32, RXN1G-196, RXN1G-1015, RXN1G-915, RXN1G-294, RXN1G-203, RXN1G-424, RXN1G-337, RXN1G-1212, RXN1G-1117, RXN1G-554, RXN1G-481, RXN1G-660, RXN1G-607, RXN1G-94, RXN1G-1325, RXN1G-883, RXN1G-820, RXN1G-374, RXN1G-276, RXN1G-1004, RXN1G-951, RXN1G-45, RXN1G-1057, RXN1G-2527, RXN1G-582, RXN1G-471, RXN1G-3613, RXN1G-679, RXN1G-202, RXN1G-79, RXN1G-464, RXN1G-408, RXN1G-89, RXN1G-193, RXN1G-214, RXN1G-182, RXN1G-334, RXN1G-248, RXN1G-308, RXN1G-262, RXN1G-172, RXN1G-339, RXN1G-425, RXN1G-384, RXN1G-557, RXN1G-468, RXN1G-580, RXN1G-509, RXN1G-645, RXN1G-613, RXN1G-818, RXN1G-686, RXN1G-188, RXN1G-163, RXN1G-236, RXN1G-210, RXN1G-279, RXN1G-260, RXN1G-324, RXN1G-299, RXN1G-377, RXN1G-358, RXN1G-840, RXN1G-396, RXN1G-912, RXN1G-881, RXN1G-1003, RXN1G-962, RXN1G-1084, RXN1G-1053, RXN-15340, RXN1G-3232, RXN1G-2544, RXN1G-132, RXN1G-1130, RXN1G-355, RXN1G-287, RXN1G-3660, RXN-15338, RXN1G-3641, RXN1G-27, RXN1G-72, RXN1G-306, RXN1G-171, RXN1G-420, RXN1G-364, RXN1G-218, RXN1G-37, RXN1G-266, RXN1G-240, RXN1G-138, RXN1G-285, RXN1G-26, RXN1G-4142, RXN1G-4140, RXN-9531, RXN-9660, RXN-9535, 3.1.2.21-RXN, RXN-9661, RXN-9523, RXN-9658, RXN-10059, RXN1G-526, RXN1G-1633, RXN1G-1636, RXN1G-1634, RXN1G-1637, RXN1G-1635, RXN-9539, RXN-9662, RXN-9549, RXN-9632, RXN-9663, RXN-9548, RXN1G-368, RXN-9635, RXN-15342, RXN1G-3256, RXN1G-674, RXN1G-53, RXN-15339, RXN1G-3667, RXN1G-30, RXN1G-4143, RXN1G-4141, 2.3.1.180-RXN, RXN0-5055, RXN1G-445, RXN1G-395, RXN-9527, RXN-9659, RXN1G-4355, RXN-16393, RXN-9623, RXN-16380, RXN1G-473, RXN1G-470, RXN1G-474, RXN1G-472"
PWY-7342	superpathway of nicotine biosynthesis	"QUINOPRIBOTRANS-RXN, RXN-8444, RXN-8248, RXN-13059, QUINOLINATE-SYNTHA-RXN, RXN-13058, RXN-13060, RXN-8244, L-ASPARTATE-OXID-RXN, RXN-8246, RXN-13057, PUTRESCINE-N-METHYLTRANSFERASE-RXN"
ORNDEG-PWY	superpathway of ornithine degradation	"RXN0-3921, RXN0-3922, RXN0-3942, AMINOBUTDEHYDROG-RXN, ORNDECARBOX-RXN, PUTTRANSAM-RXN, RXN0-3901"
PHOSLIPSYN2-PWY	superpathway of phospholipid biosynthesis II (plants)	"PGPPHOSPHA-RXN, 2.1.1.103-RXN, 2.7.7.14-RXN, GLYC3PDEHYDROGBIOSYN-RXN, RXN-5781, ETHANOLAMINEPHOSPHOTRANSFERASE-RXN, PHOSPHASERDECARB-RXN, 2.7.8.11-RXN, PHOSPHAGLYPSYN-RXN, PHOSPHASERSYN-RXN, RXN-1381, RXN-1623, RXN4FS-2, 2.1.1.71-RXN, RXN-10462, 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN, RXN-1382, RXN4FS-4, RXN4FS-1, CHOLINE-KINASE-RXN, CDPDIGLYSYN-RXN, 2.7.7.15-RXN, ETHANOLAMINE-KINASE-RXN, RXN-5641, RXN-5643, RXN4FS-3, RXN-5642, 2.7.7.57-RXN"
PWY-7731	superpathway of photosynthetic hydrogen production	"PSII-RXN, 1.18.1.2-RXN, HYDROG-RXN, PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN, RXN-12303, RXN-15479"
PWY-5863	superpathway of phylloquinol biosynthesis	"O-SUCCINYLBENZOATE-COA-SYN-RXN, FARNESYLTRANSTRANSFERASE-RXN, RXN-9311, RXN-17066, RXN-7568, RXN-9310, O-SUCCINYLBENZOATE-COA-LIG-RXN, NAPHTHOATE-SYN-RXN, ISOCHORSYN-RXN, RXN-7569, RXN-17007, RXN-7658, 2.5.1.64-RXN, RXN-7660, RXN-7659"
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	"N-CARBAMOYLPUTRESCINE-AMIDASE-RXN, SAMDECARB-RXN, AGMATINE-DEIMINASE-RXN, ARGDECARBOX-RXN, ORNDECARBOX-RXN, SPERMIDINESYN-RXN, SPERMINE-SYNTHASE-RXN"
PWY-2229	superpathway of pterocarpan biosynthesis (via formononetin)	"RXN-4002, RXN-4561, RXN-2054, RXN-3766, RXN-3625, RXN-3562, RXN-3284, RXN-3624, RXN-3602, RXN-3601, RXN-16377, RXN-13700, RXN-16376, RXN-3768, RXN-3763, RXN-3542, ISOFLAVONE-2-HYDROXYLASE-RXN, RXN-3762, RXN-3765"
