pathwayID	Name	Matches
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	"2 a peptidoglycan dimer (mycobacteria) + 4 H<sub>2</sub>O  &rarr;  a peptidoglycan with D,D cross-links  (mycobacteria) + 4 D-alanine + &omega;, mono-<i>trans</i>,octa-<i>cis</i>-decaprenyl diphosphate + H<SUP>+</SUP>, 2 a peptidoglycan dimer (mycobacteria) + 4 H<sub>2</sub>O  &rarr;  a peptidoglycan with L,D cross-links  (mycobacteria) + &omega;, mono-<i>trans</i>,octa-<i>cis</i>-decaprenyl diphosphate + 4 D-alanine + H<SUP>+</SUP>, 2 D-alanine + ATP  &rarr;  D-alanyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>, 2 decaprenyl-pyrophosphoryl-(<i>N</i>-acetylglucosamine)-<i>N</i>-acetylmuramyl-(pentapeptide)  &rarr;  a peptidoglycan dimer (mycobacteria) + &omega;, mono-<i>trans</i>,octa-<i>cis</i>-decaprenyl diphosphate + H<SUP>+</SUP>, decaprenyl-diphospho-<i>N</i>-acetylmuramoyl-pentapeptide + UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine  &rarr;  decaprenyl-pyrophosphoryl-(<i>N</i>-acetylglucosamine)-<i>N</i>-acetylmuramyl-(pentapeptide) + UDP + H<SUP>+</SUP>, L-alanine + UDP-<i>N</i>-acetyl-&alpha;-D-muramate + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanine + ADP + phosphate + H<SUP>+</SUP>, L-glutamate  &harr;  D-glutamate, UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + phospho<i>enol</i>pyruvate  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate + phosphate, UDP-<i>N</i>-acetyl-&alpha;-D-muramate + NADP<sup>+</sup>  &larr;  UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate + NADPH + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanine + D-glutamate + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate + ADP + phosphate + H<SUP>+</SUP>, UDP-<I>N</I>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimelate + D-alanyl-D-alanine + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine + <i>trans,octacis</i>-decaprenyl phosphate  &rarr;  decaprenyl-diphospho-<i>N</i>-acetylmuramoyl-pentapeptide + UMP, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate + <i>meso</i>-diaminopimelate + ATP  &rarr;  UDP-<I>N</I>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimelate + ADP + phosphate + H<SUP>+</SUP>, [GlcNAc-(1->4)-MurNAc-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine]<sub>n</sub>-diphosphoundecaprenol + <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine  &rarr;  <i>di-trans,octa-cis</i>-undecaprenyl diphosphate + [GlcNAc-(1->4)-MurNAc-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine]<sub>(n+1)</sub>-diphosphoundecaprenol"
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	"2 <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparaginyl)-L-lysyl-D-alanyl-D-alanine  &rarr;  a peptidoglycan dimer (E. faeciums) + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate + H<SUP>+</SUP>, 2 a peptidoglycan dimer (E. faeciums) + 3 H<sub>2</sub>O  &rarr;  a peptidoglycan with D,D cross-link (E. faecium) + 4 D-alanine + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate + H<SUP>+</SUP>, 2 D-alanine + ATP  &rarr;  D-alanyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine + ammonium  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine + H<sub>2</sub>O, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine + D-aspartate + ATP  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparatyl)-L-lysyl-D-alanyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparatyl)-L-lysyl-D-alanyl-D-alanine + ammonium + ATP  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparaginyl)-L-lysyl-D-alanyl-D-alanine + AMP + diphosphate + H<SUP>+</SUP>, L-alanine + UDP-<i>N</i>-acetyl-&alpha;-D-muramate + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanine + ADP + phosphate + H<SUP>+</SUP>, L-glutamate  &harr;  D-glutamate, UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + phospho<i>enol</i>pyruvate  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate + phosphate, UDP-<i>N</i>-acetyl-&alpha;-D-muramate + NADP<sup>+</sup>  &larr;  UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate + NADPH + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanine + D-glutamate + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate + ADP + phosphate + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysine + D-alanyl-D-alanine + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine + <i>di-trans,octa-cis</i>-undecaprenyl phosphate  &harr;  undecaprenyl-diphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl- D-alanyl-D-alanine + UMP, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate + L-lysine + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysine + ADP + phosphate + H<SUP>+</SUP>, undecaprenyl-diphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl- D-alanyl-D-alanine + UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine + UDP + H<SUP>+</SUP>, [GlcNAc-(1->4)-MurNAc-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine]<sub>n</sub>-diphosphoundecaprenol + <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine  &rarr;  <i>di-trans,octa-cis</i>-undecaprenyl diphosphate + [GlcNAc-(1->4)-MurNAc-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine]<sub>(n+1)</sub>-diphosphoundecaprenol"
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	"2 <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparaginyl)-L-lysyl-D-alanine  &rarr;  a peptidoglycan dimer (tetrapeptide) + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate + H<SUP>+</SUP>, 2 a peptidoglycan dimer (tetrapeptide) + 3 H<sub>2</sub>O  &rarr;  a peptidoglycan tetramer with L,D cross-links (L-lys-D-Asn-L-Lys) + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate + 4 D-alanine + H<SUP>+</SUP>, 2 D-alanine + ATP  &rarr;  D-alanyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanine + ammonium  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-D-alanine + H<sub>2</sub>O, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-D-alanine + D-aspartate + ATP  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparatyl)-L-lysyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparatyl)-L-lysyl-D-alanine + ammonium  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparaginyl)-L-lysyl-D-alanine + H<sub>2</sub>O, L-alanine + UDP-<i>N</i>-acetyl-&alpha;-D-muramate + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanine + ADP + phosphate + H<SUP>+</SUP>, L-glutamate  &harr;  D-glutamate, UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine + phospho<i>enol</i>pyruvate  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate + phosphate, UDP-<i>N</i>-acetyl-&alpha;-D-muramate + NADP<sup>+</sup>  &larr;  UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate + NADPH + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanine + D-glutamate + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate + ADP + phosphate + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysine + D-alanyl-D-alanine + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanine + <i>di-trans,octa-cis</i>-undecaprenyl phosphate  &rarr;  undecaprenyl-diphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl- D-alanine + UMP, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine + H<sub>2</sub>O  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanine + D-alanine, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate + L-lysine + ATP  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysine + ADP + phosphate + H<SUP>+</SUP>, undecaprenyl-diphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl- D-alanine + UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanine + UDP + H<SUP>+</SUP>, [GlcNAc-(1->4)-MurNAc-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine]<sub>n</sub>-diphosphoundecaprenol + <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine  &rarr;  <i>di-trans,octa-cis</i>-undecaprenyl diphosphate + [GlcNAc-(1->4)-MurNAc-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine]<sub>(n+1)</sub>-diphosphoundecaprenol"
PWY-6459	peptidoglycan cross-bridge biosynthesis I (S. aureus)	"<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-(<i>N</i><sup>6</sup>-glycyl)-D-alanyl-D-alanine + 2 a glycyl-[tRNA<SUP>gly</SUP>]  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-(glycyl)<sub>3</sub>-D-alanyl-D-alanine + 2 a tRNA<SUP>gly</SUP> + 2 H<SUP>+</SUP>, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-(glycyl)<sub>3</sub>-D-alanyl-D-alanine + 2 a glycyl-[tRNA<SUP>gly</SUP>]  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-(glycyl)<sub>5</sub>-D-alanyl-D-alanine + 2 a tRNA<SUP>gly</SUP> + 2 H<SUP>+</SUP>, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine + a glycyl-[tRNA<SUP>gly</SUP>]  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-(<i>N</i><sup>6</sup>-glycyl)-D-alanyl-D-alanine + a tRNA<SUP>gly</SUP> + H<SUP>+</SUP>"
PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	"<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine + D-aspartate + ATP  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparatyl)-L-lysyl-D-alanyl-D-alanine + ADP + phosphate + H<SUP>+</SUP>, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparatyl)-L-lysyl-D-alanyl-D-alanine + ammonium + ATP  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparaginyl)-L-lysyl-D-alanyl-D-alanine + AMP + diphosphate + H<SUP>+</SUP>"
PWY-6462	peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis)	"<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine + an L-alanyl-[tRNA<SUP>ala</SUP>]  &rarr;  <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N<sup>6</sup>-(L-alanyl)-L-lysyl-D-alanyl-D-alanine + a tRNA<SUP>ala</SUP> + H<SUP>+</SUP>, <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N<sup>6</sup>-(L-alanyl)-L-lysyl-D-alanyl-D-alanine + an L-alanyl-[tRNA<SUP>ala</SUP>]  &rarr;  UDP-<i>N</i>-acetylmuramoyl-L-alanyl-D-isglutaminyl-N<sup>6</sup>-(L-alanyl-L-alanyl)-L-lysyl-D-alanyl-D-alanine + a tRNA<SUP>ala</SUP> + H<SUP>+</SUP>"
PWY-6463	peptidoglycan cross-bridge biosynthesis IV (Weissella viridescens)	"UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine + an L-alanyl-[tRNA<SUP>ala</SUP>]  &rarr;  UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-N<sup>6</sup>-(L-alanyl)-L-lysyl-D-alanyl-D-alanine + a tRNA<SUP>ala</SUP> + H<SUP>+</SUP>, UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-N<sup>6</sup>-(L-alanyl)-L-lysyl-D-alanyl-D-alanine + an L-seryl-[tRNA<SUP>ser</SUP>]  &rarr;  UDP-<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-N<sup>6</sup>-(L-alanyl-L-seryl)-L-lysyl-D-alanyl-D-alanine + a tRNA<SUP>ser</SUP> + H<SUP>+</SUP>"
PWY0-1586	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	"a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide<SUB>[periplasm]</SUB>  &rarr;  a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide<SUB>[periplasm]</SUB> + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>, a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB>  &rarr;  a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB> + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>, a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB> + a peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB>  &rarr;  a nascent peptidoglycan with L,D cross links (<i>meso</i>-diaminopimelate containing)<SUB>[periplasm]</SUB> + D-alanine<SUB>[periplasm]</SUB>, a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB> + glycine<SUB>[periplasm]</SUB>  &rarr;  a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide<SUB>[periplasm]</SUB> + D-alanine<SUB>[periplasm]</SUB>, a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB> + H<sub>2</sub>O<SUB>[periplasm]</SUB>  &rarr;  a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide<SUB>[periplasm]</SUB> + D-alanine<SUB>[periplasm]</SUB>, a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide<SUB>[periplasm]</SUB>  &rarr;  a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide<SUB>[periplasm]</SUB> + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>, a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide<SUB>[periplasm]</SUB>  &rarr;  a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide<SUB>[periplasm]</SUB> + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>, a nascent peptidoglycan with D,D cross-links (<i>meso</i>-diaminopimelate containing)<SUB>[periplasm]</SUB>  &rarr;  a mature peptidoglycan with D,D cross-links (<i>meso</i>-diaminopimelate containing)<SUB>[periplasm]</SUB> + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>, a nascent peptidoglycan with L,D cross links (<i>meso</i>-diaminopimelate containing)<SUB>[periplasm]</SUB>  &rarr;  a mature peptidoglycan with L,D cross-links (<i>meso</i>-diaminopimelate containing)<SUB>[periplasm]</SUB> + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate<SUB>[periplasm]</SUB> + H<SUP>+</SUP><SUB>[periplasm]</SUB>, a nascent [peptidoglycan]<sub>n</sub> with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide + H<sub>2</sub>O  &rarr;  a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide + D-alanine, a nascent [peptidoglycan]<sub>n</sub> with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide<SUB>[periplasm]</SUB> + <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine<SUB>[periplasm]</SUB>  &rarr;  a nascent [peptidoglycan]<sub>n+1</sub> with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide<SUB>[periplasm]</SUB> + <i>di-trans,octa-cis</i>-undecaprenyl diphosphate<SUB>[periplasm]</SUB>, a peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide + a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide  &rarr;  a nascent peptidoglycan with D,D cross-links (<i>meso</i>-diaminopimelate containing) + D-alanine"
PWY-7600	peramine biosynthesis	(<i>S</i>)-1-pyrroline-5-carboxylate + L-arginine + <i>S</i>-adenosyl-L-methionine + 2 ATP  &rarr;  peramine + <i>S</i>-adenosyl-L-homocysteine + 2 AMP + 2 diphosphate + H<sub>2</sub>O + 2 H<SUP>+</SUP>
PWY-6530	perchlorate reduction	"chloride + oxygen  &harr;  chlorite, perchlorate + 2 a reduced electron acceptor  &rarr;  chlorite + 2 an oxidized electron acceptor + 2 H<sub>2</sub>O + H<SUP>+</SUP>"
PWY-6436	perillyl aldehyde biosynthesis	"(4<i>S</i>)-limonene + NADPH + oxygen + H<SUP>+</SUP>  &rarr;  (4<i>S</i>)-perillyl alcohol + NADP<sup>+</sup> + H<sub>2</sub>O, geranyl diphosphate  &rarr;  (4<i>S</i>)-limonene + diphosphate, perillyl alcohol + NAD<sup>+</sup>  &rarr;  perillyl aldehyde + NADH + H<SUP>+</SUP>"
